time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/total_timesteps,train/loss,train/n_updates,train/clip_range,train/approx_kl,train/learning_rate,train/entropy_loss,train/value_loss,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length
501,362.6666666666667,3.1126670837402344,11,11,5632,-0.01952434331178665,40,0.2,0.009494243,0.00025,-1.5394712015986443,0.044312666257610545,0.0361328125,0.6092948317527771,-0.012285592849366367,,
500,360.94117647058823,3.162353515625,12,12,6144,-0.019117502495646477,44,0.2,0.0039509847,0.00025,-1.5003714710474014,0.02062607480911538,0.0048828125,0.7202982306480408,-0.005045030848123133,,
498,344.42105263157896,3.2352638244628906,13,13,6656,-0.023901134729385376,48,0.2,0.0039158394,0.00025,-1.4885819777846336,0.03350363750359975,0.00927734375,0.7165623903274536,-0.008197232062229887,,
498,337.14285714285717,3.323334217071533,14,14,7168,-0.05315130949020386,52,0.2,0.0074442984,0.00025,-1.4370289705693722,0.020870129810646176,0.0380859375,0.8405545353889465,-0.014146728441119194,,
496,324.60869565217394,3.387826681137085,15,15,7680,-0.02505304664373398,56,0.2,0.006644247,0.00025,-1.4536851458251476,0.05164882884128019,0.08447265625,0.45736104249954224,-0.01145559104043059,,
495,309.7692307692308,3.5011537075042725,16,16,8192,-0.0057933032512664795,60,0.2,0.01103321,0.00025,-1.353236399590969,0.02166943534393795,0.119140625,0.8433857560157776,-0.015708907216321677,,
495,306.57142857142856,3.5199999809265137,17,17,8704,-0.023001572117209435,64,0.2,0.009991389,0.00025,-1.3700302802026272,0.04001835433882661,0.08544921875,0.7919130325317383,-0.014044263400137424,,
494,293.16129032258067,3.5496773719787598,18,18,9216,-0.05919558182358742,68,0.2,0.007495965,0.00025,-1.308590367436409,0.03547559602884576,0.12255859375,0.6624573469161987,-0.01650023044203408,,
494,285.05882352941177,3.6517648696899414,19,19,9728,-0.011869397014379501,72,0.2,0.011681148,0.00025,-1.2394009083509445,0.03217113669961691,0.11376953125,0.7304139137268066,-0.012810559070203453,,
493,274.4864864864865,3.719459295272827,20,20,10240,-0.02567451447248459,76,0.2,0.014753153,0.00025,-1.2143149301409721,0.02561246184632182,0.126953125,0.8409034609794617,-0.026934020163025707,,
492,261.3658536585366,3.810000419616699,21,21,10752,-0.016967929899692535,80,0.2,0.011043543,0.00025,-1.0835564136505127,0.033447464695200324,0.1015625,0.7963618636131287,-0.016639552253764123,,
491,259.2093023255814,3.8704657554626465,22,22,11264,0.0014811046421527863,84,0.2,0.016913338,0.00025,-0.9337031692266464,0.03895438276231289,0.1572265625,0.8018341064453125,-0.017477324581705034,,
490,255.7826086956522,3.919782876968384,23,23,11776,-0.003726252354681492,88,0.2,0.013812043,0.00025,-1.0293923392891884,0.026414392981678247,0.1171875,0.8811690807342529,-0.015400600590510294,,
491,250.375,3.951458692550659,24,25,12288,-0.04407719522714615,92,0.2,0.012584366,0.00025,-1.062519719824195,0.024431797908619046,0.17724609375,0.8442785739898682,-0.014139250328298658,,
490,248.98039215686273,3.898627519607544,25,26,12800,-0.02418188564479351,96,0.2,0.008879248,0.00025,-1.022286057472229,0.029541397583670914,0.09130859375,0.9045791625976562,-0.017852090910309926,,
489,240.8,3.9736363887786865,26,27,13312,0.027686938643455505,100,0.2,0.011644621,0.00025,-1.0606752447783947,0.1529129379778169,0.1328125,0.703403890132904,-0.015239765867590904,,
488,237.27586206896552,4.003103256225586,27,28,13824,-0.016266219317913055,104,0.2,0.013969742,0.00025,-0.9004566669464111,0.030578703241189942,0.142578125,0.8838858604431152,-0.011980236798990518,,
488,233.60655737704917,4.058196544647217,28,29,14336,-0.034661270678043365,108,0.2,0.01897224,0.00025,-1.0416858214884996,0.02844361070310697,0.1591796875,0.8184820413589478,-0.01661018139566295,,
486,230.84375,4.087500095367432,29,30,14848,-0.03579547256231308,112,0.2,0.015279438,0.00025,-0.9504830241203308,0.028025421663187444,0.1171875,0.7624267935752869,-0.023316666891332716,,
486,227.5820895522388,4.115224361419678,30,31,15360,-0.03042634204030037,116,0.2,0.009688765,0.00025,-0.9657644983381033,0.028598567529115826,0.16015625,0.8557350635528564,-0.0022922073549125344,,
486,229.73529411764707,4.117794513702393,31,32,15872,-0.019764505326747894,120,0.2,0.021806985,0.00025,-1.0032126139849424,0.02984985976945609,0.11572265625,0.7497721910476685,-0.00936519235256128,,
486,227.9718309859155,4.151409149169922,32,33,16384,-0.01889979839324951,124,0.2,0.010417551,0.00025,-1.288990918546915,0.09096861034049653,0.3203125,0.8829936981201172,0.012264561897609383,,
486,229.34246575342465,4.1309590339660645,33,34,16896,0.006590705364942551,128,0.2,0.013807243,0.00025,-1.008899599313736,0.04806513251969591,0.16357421875,0.9164515733718872,-0.005646859237458557,,
486,227.57894736842104,4.146842002868652,34,35,17408,0.055992115288972855,132,0.2,0.008382746,0.00025,-1.119704708456993,0.16184844332747161,0.15673828125,0.6914845705032349,-0.004798416601261124,,
486,222.925,4.165499687194824,35,36,17920,-0.022851651534438133,136,0.2,0.008230177,0.00025,-0.960986390709877,0.043072275642771274,0.083984375,0.9049081802368164,-0.014156250341329724,,
485,218.33333333333334,4.181548118591309,36,37,18432,-0.005066961050033569,140,0.2,0.011792413,0.00025,-0.8782821763306856,0.03189637200557627,0.10205078125,0.7991617918014526,-0.010617876600008458,,
485,217.0344827586207,4.200115203857422,37,39,18944,-0.05790475755929947,144,0.2,0.015115195,0.00025,-0.9362042285501957,0.0179754626005888,0.123046875,0.893168032169342,-0.023381022445391864,,
484,214.57777777777778,4.223221778869629,38,40,19456,-0.05998781695961952,148,0.2,0.025341552,0.00025,-1.1448111683130264,0.026364532473962754,0.19189453125,0.8432040214538574,-0.012925982242450118,,
483,215.32608695652175,4.218695163726807,39,41,19968,-0.07040499150753021,152,0.2,0.015129675,0.00025,-1.1747554764151573,0.03944312111707404,0.14892578125,0.7815757989883423,-0.02309587551280856,,
,,,,,20000,-0.030738551169633865,156,0.2,0.014238624,0.00025,-1.3154325932264328,0.041250665177358314,0.19091796875,0.8837010860443115,-0.01726551039610058,5.289999961853027,125.6
475,213.57894736842104,4.234105110168457,40,43,20480,,,,,,,,,,,,
476,211.59183673469389,4.233571529388428,41,44,20992,-0.023166853934526443,160,0.2,0.012363208,0.00025,-1.1960339024662971,0.03208362084114924,0.18408203125,0.918172299861908,-0.014085564704146236,,
477,207.12,4.259599685668945,42,45,21504,-0.04590035229921341,164,0.2,0.009830767,0.00025,-1.1123592481017113,0.03147167933639139,0.095703125,0.798452615737915,-0.017446656289394014,,
478,199.2,4.333800315856934,43,45,22016,-0.047896821051836014,168,0.2,0.012349723,0.00025,-1.1567660979926586,0.03396001900546253,0.1494140625,0.8355748057365417,-0.022567646228708327,,
479,191.22,4.426299571990967,44,46,22528,-0.05061003565788269,172,0.2,0.017812528,0.00025,-1.197042539715767,0.02399221420637332,0.12158203125,0.9142652750015259,-0.023628630093298852,,
479,186.64,4.4639997482299805,45,48,23040,-0.04478023573756218,176,0.2,0.018703263,0.00025,-1.1580049693584442,0.030436549830483273,0.169921875,0.905189037322998,-0.015300775557989255,,
479,179.08,4.517899990081787,46,49,23552,-0.029484067112207413,180,0.2,0.012595594,0.00025,-1.14451215416193,0.03237912384793162,0.14404296875,0.8845319747924805,-0.021942241059150547,,
480,175.56,4.55180025100708,47,50,24064,-0.0662699043750763,184,0.2,0.026916498,0.00025,-1.1244774982333183,0.027336395607562736,0.17822265625,0.9116779565811157,-0.0162922824092675,,
480,177.28,4.560500144958496,48,51,24576,-0.03453276678919792,188,0.2,0.021861518,0.00025,-1.1999604776501656,0.028198553016409278,0.177734375,0.9072981476783752,-0.030929581553209573,,
480,174.8,4.593800067901611,49,52,25088,-0.0657087117433548,192,0.2,0.024054924,0.00025,-1.3304917253553867,0.032593871757853776,0.20361328125,0.9313721656799316,-0.02341264463029802,,
480,173.2,4.606100082397461,50,53,25600,-0.036271803081035614,196,0.2,0.020824488,0.00025,-1.245375994592905,0.04852591885719448,0.2119140625,0.8602598309516907,-0.012448869034415111,,
481,169.68,4.631400108337402,51,54,26112,-0.0679330974817276,200,0.2,0.027721934,0.00025,-1.216834545135498,0.02306566888000816,0.24267578125,0.9081497192382812,-0.02528893284033984,,
481,169.04,4.6554999351501465,52,55,26624,-0.057664260268211365,204,0.2,0.016332876,0.00025,-1.0894434489309788,0.027694641350535676,0.14599609375,0.8290477395057678,-0.022344339173287153,,
481,168.32,4.657099723815918,53,56,27136,-0.044051989912986755,208,0.2,0.019657845,0.00025,-1.112319178879261,0.029040026711300015,0.2177734375,0.9120126962661743,-0.02286525710951537,,
481,168.24,4.668900012969971,54,57,27648,-0.032881345599889755,212,0.2,0.02298608,0.00025,-0.9476963058114052,0.025248418794944882,0.16552734375,0.9259414672851562,-0.01917325658723712,,
482,167.34,4.672699928283691,55,58,28160,-0.06694433838129044,216,0.2,0.020547453,0.00025,-1.0234473869204521,0.02463656445615925,0.17431640625,0.9292264580726624,-0.016115781560074538,,
482,166.2,4.683000087738037,56,59,28672,-0.0435665063560009,220,0.2,0.02403036,0.00025,-0.9675106517970562,0.029678982333280146,0.14697265625,0.9095982313156128,-0.02387262019328773,,
482,165.9,4.701800346374512,57,60,29184,-0.035876303911209106,224,0.2,0.031935893,0.00025,-1.0464200098067522,0.03399382813950069,0.18115234375,0.9407312870025635,-0.021571383578702807,,
482,165.8,4.738300323486328,58,61,29696,-0.06119758263230324,228,0.2,0.028487317,0.00025,-1.0259901508688927,0.02495329422526993,0.16455078125,0.912817120552063,-0.02660231798654422,,
482,168.2,4.7295002937316895,59,62,30208,-0.0492832250893116,232,0.2,0.026827414,0.00025,-1.042871292680502,0.02537205725093372,0.1455078125,0.9576655030250549,-0.01857899222522974,,
482,167.62,4.751199722290039,60,63,30720,-0.034916095435619354,236,0.2,0.028334359,0.00025,-1.0630944706499577,0.0378996308427304,0.1943359375,0.9194043278694153,-0.019663363869767636,,
482,166.9,4.754700183868408,61,64,31232,-0.01939281076192856,240,0.2,0.018572364,0.00025,-0.9771783370524645,0.05170117231318727,0.146484375,0.8109011054039001,-0.020226367458235472,,
482,165.78,4.749200344085693,62,65,31744,-0.062080301344394684,244,0.2,0.044887237,0.00025,-0.9651898089796305,0.016622282739263028,0.205078125,0.9210073351860046,-0.023429767577908933,,
482,167.38,4.724200248718262,63,66,32256,0.010019530542194843,248,0.2,0.025484478,0.00025,-1.108893770724535,0.022263310645939782,0.208984375,0.9286655783653259,-0.014335976011352614,,
482,162.92,4.733399868011475,64,67,32768,-0.008041542023420334,252,0.2,0.021737156,0.00025,-1.1497767865657806,0.15458107239101082,0.21240234375,0.7728375196456909,-0.011656796268653125,,
483,159.94,4.747899532318115,65,68,33280,-0.01904277503490448,256,0.2,0.02668416,0.00025,-0.9567917473614216,0.03856451029423624,0.216796875,0.9065601825714111,-0.0006915703415870667,,
483,159.96,4.765699863433838,66,69,33792,0.011054560542106628,260,0.2,0.021768518,0.00025,-1.0175815541297197,0.14160257892217487,0.18798828125,0.7536004185676575,-0.010696873650886118,,
483,160.24,4.801100254058838,67,70,34304,-0.01698826625943184,264,0.2,0.031016301,0.00025,-1.1036454103887081,0.027225699595874175,0.19970703125,0.9299837350845337,-0.01737582398345694,,
483,159.44,4.827699661254883,68,72,34816,-0.02909664437174797,268,0.2,0.018663175,0.00025,-0.9509521313011646,0.03743657242739573,0.1748046875,0.8990746140480042,-0.014068173593841493,,
483,159.88,4.821599960327148,69,73,35328,-0.04132380336523056,272,0.2,0.033066384,0.00025,-1.0893317088484764,0.032596648088656366,0.185546875,0.9051963090896606,-0.016469910799060017,,
483,157.32,4.836199760437012,70,74,35840,-0.01118558831512928,276,0.2,0.022558406,0.00025,-1.1222773119807243,0.027451104571809992,0.1708984375,0.9232261776924133,-0.02427295793313533,,
483,157.78,4.842800140380859,71,75,36352,-0.0348944216966629,280,0.2,0.026248796,0.00025,-1.0765530578792095,0.02442863065516576,0.20849609375,0.9211663007736206,-0.014354358077980578,,
483,156.6,4.857299327850342,72,76,36864,-0.006617188453674316,284,0.2,0.0370088,0.00025,-1.1906837113201618,0.02508666820358485,0.1748046875,0.9487038850784302,-0.019051408220548183,,
483,155.6,4.850399971008301,73,77,37376,-0.023170683532953262,288,0.2,0.059189085,0.00025,-1.1071617044508457,0.04409082868369296,0.2216796875,0.7925595641136169,-0.02110551783698611,,
483,154.98,4.8466997146606445,74,78,37888,-0.017972245812416077,292,0.2,0.021932956,0.00025,-1.1224536299705505,0.035137804836267605,0.177734375,0.927288830280304,-0.009627037012251094,,
483,156.42,4.815500259399414,75,79,38400,-0.05737951397895813,296,0.2,0.02651078,0.00025,-1.0813087187707424,0.0198278030147776,0.17822265625,0.9112234711647034,-0.01383234589593485,,
483,157.12,4.781999588012695,76,80,38912,0.026951691135764122,300,0.2,0.0124577945,0.00025,-1.2283803671598434,0.12188092642463744,0.14453125,0.7559822797775269,-0.00571660851710476,,
483,157.7,4.785299301147461,77,81,39424,-0.00530647486448288,304,0.2,0.012489848,0.00025,-1.178868342190981,0.10307413665577769,0.10791015625,0.8946126699447632,-0.005227155517786741,,
483,157.08,4.749399185180664,78,82,39936,-0.046159517019987106,308,0.2,0.02038176,0.00025,-1.1464741416275501,0.04576016601640731,0.15771484375,0.8338817358016968,-0.02024851698661223,,
,,,,,40000,0.06509460508823395,312,0.2,0.03296709,0.00025,-1.2454129941761494,0.20437267271336168,0.1923828125,0.7786032557487488,-0.00029319676104933023,5.116000175476074,126.4
479,154.46,4.730899810791016,79,84,40448,,,,,,,,,,,,
479,153.78,4.751199722290039,80,85,40960,-0.011333135887980461,316,0.2,0.03005314,0.00025,-1.0687020868062973,0.09267271909629926,0.18994140625,0.7753456830978394,-0.012599411071278155,,
479,153.88,4.762800216674805,81,86,41472,-0.047140419483184814,320,0.2,0.02666334,0.00025,-1.038104236125946,0.020991474943002686,0.1875,0.9069385528564453,-0.022641268005827442,,
479,154.42,4.771599769592285,82,87,41984,-0.006137123331427574,324,0.2,0.02469442,0.00025,-1.1453846246004105,0.022438648476963863,0.162109375,0.9322052001953125,-0.009453451551962644,,
479,153.48,4.7795000076293945,83,88,42496,-0.05213348567485809,328,0.2,0.02319156,0.00025,-1.045158052816987,0.031725651235319674,0.162109375,0.8906363248825073,-0.010598196357022971,,
479,153.14,4.789799690246582,84,89,43008,-0.039004843682050705,332,0.2,0.027172348,0.00025,-1.049136670306325,0.021364370855735615,0.142578125,0.9505613446235657,-0.016571627464145422,,
479,153.64,4.810999393463135,85,90,43520,-0.0050531961023807526,336,0.2,0.034253083,0.00025,-1.0184706412255764,0.021406714455224574,0.1806640625,0.9528218507766724,-0.009489441174082458,,
479,154.16,4.771900177001953,86,91,44032,-0.02513214945793152,340,0.2,0.01525832,0.00025,-1.1782515458762646,0.04669125686632469,0.14697265625,0.9449141621589661,-0.004744317498989403,,
479,155.84,4.751299858093262,87,92,44544,-0.002721380442380905,344,0.2,0.020396525,0.00025,-1.0866145491600037,0.18277225585188717,0.18603515625,0.7954622507095337,-0.000785191310569644,,
479,157.94,4.728600025177002,88,93,45056,0.0014827139675617218,348,0.2,0.023065377,0.00025,-1.092898666858673,0.09573428245494142,0.17578125,0.8811277747154236,-0.010084261040901765,,
479,155.88,4.728200435638428,89,94,45568,0.0690692663192749,352,0.2,0.021616647,0.00025,-1.175133865326643,0.1927434903336689,0.15625,0.784744381904602,-0.012303818628424779,,
480,154.1,4.709100246429443,90,95,46080,-0.06925351172685623,356,0.2,0.017867543,0.00025,-0.9950897675007582,0.05745199497323483,0.1806640625,0.8665380477905273,-0.012182058300822973,,
480,153.1,4.706200122833252,91,97,46592,0.01914157345890999,360,0.2,0.024192931,0.00025,-1.0285951420664787,0.11395808844827116,0.18505859375,0.859942615032196,-0.012966638780198991,,
480,154.5,4.686699867248535,92,98,47104,-0.04765826836228371,364,0.2,0.022054572,0.00025,-0.9370146486908197,0.03672492038458586,0.1689453125,0.8730422258377075,-0.012635327409952879,,
480,155.54,4.655099868774414,93,99,47616,0.007100209593772888,368,0.2,0.023749499,0.00025,-1.0878341235220432,0.15030207112431526,0.22021484375,0.8458125591278076,-0.007215173565782607,,
480,155.0,4.680099964141846,94,100,48128,-0.03330368548631668,372,0.2,0.025102217,0.00025,-1.0865258425474167,0.07302375324070454,0.19775390625,0.9311164021492004,-0.019808853801805526,,
480,157.4,4.644799709320068,95,101,48640,0.002240925095975399,376,0.2,0.021817716,0.00025,-0.9659656211733818,0.03674328973283991,0.18212890625,0.9252046942710876,-0.008865847281413153,,
480,157.46,4.690999984741211,96,102,49152,0.040356751531362534,380,0.2,0.019359464,0.00025,-1.0958384275436401,0.15982808696571738,0.26318359375,0.8147330284118652,0.0006609513657167554,,
480,157.8,4.694200038909912,97,103,49664,-0.0499160960316658,384,0.2,0.017718848,0.00025,-1.0040569212287664,0.04396754066692665,0.18798828125,0.8235980868339539,-0.012531811837106943,,
480,158.6,4.703000068664551,98,104,50176,-0.013277001678943634,388,0.2,0.025536979,0.00025,-1.0944930966943502,0.02471416420303285,0.15283203125,0.9141046404838562,-0.01793783064931631,,
480,160.36,4.664599418640137,99,105,50688,-0.0488818883895874,392,0.2,0.023756726,0.00025,-1.1206856109201908,0.023916109377751127,0.18359375,0.9305267333984375,-0.01493534940527752,,
480,159.7,4.665799617767334,100,106,51200,-0.001715153455734253,396,0.2,0.019351328,0.00025,-1.0912584513425827,0.11793999158544466,0.173828125,0.8149566054344177,-0.01300747919594869,,
480,161.52,4.648199558258057,101,107,51712,-0.05399887263774872,400,0.2,0.038032778,0.00025,-1.0386645197868347,0.030130218481644988,0.19775390625,0.9046615958213806,-0.011609900451730937,,
480,163.06,4.636599063873291,102,108,52224,-0.021816834807395935,404,0.2,0.03431978,0.00025,-1.1182033941149712,0.1631239125272259,0.283203125,0.885332465171814,-0.01784423951175995,,
480,162.52,4.647699356079102,103,109,52736,-0.023615429177880287,408,0.2,0.017713027,0.00025,-1.0246219672262669,0.07360193482600152,0.140625,0.9488018751144409,-0.013306699634995311,,
481,163.68,4.693499565124512,104,110,53248,-0.018615378066897392,412,0.2,0.02413126,0.00025,-1.0186891220510006,0.07262546452693641,0.18994140625,0.8714243173599243,-0.013200431218137965,,
481,163.66,4.664799690246582,105,111,53760,-0.040919940918684006,416,0.2,0.016423207,0.00025,-1.0493556670844555,0.04091377364238724,0.181640625,0.8840276002883911,-0.012274816806893796,,
481,166.94,4.606799602508545,106,112,54272,0.06749751418828964,420,0.2,0.024691628,0.00025,-1.0773795880377293,0.1636781900888309,0.1513671875,0.7550256848335266,-0.009569591784384102,,
481,167.66,4.6344990730285645,107,113,54784,0.015114210546016693,424,0.2,0.01560827,0.00025,-1.089622562751174,0.19495612010359764,0.10791015625,0.8253095149993896,-0.01032528403447941,,
481,168.8,4.655499458312988,108,114,55296,-0.03868938609957695,428,0.2,0.018069178,0.00025,-0.976187452673912,0.04198410437675193,0.150390625,0.9106798768043518,-0.013884613930713385,,
481,169.84,4.660199165344238,109,115,55808,-0.0393911711871624,432,0.2,0.021977937,0.00025,-1.1816418692469597,0.03945724369259551,0.17431640625,0.9229604005813599,-0.017105453793192282,,
481,171.3,4.685899257659912,110,117,56320,-0.033734314143657684,436,0.2,0.022073269,0.00025,-1.1361819133162498,0.033299748960416764,0.22265625,0.8941076397895813,-0.020281758916098624,,
481,173.26,4.670299530029297,111,118,56832,-0.04836615175008774,440,0.2,0.029199168,0.00025,-1.2424793615937233,0.041880969947669655,0.16796875,0.9081861972808838,-0.018469407164957374,,
481,171.22,4.708799362182617,112,119,57344,-0.029846347868442535,444,0.2,0.025156364,0.00025,-1.183401308953762,0.025283401046181098,0.177734375,0.8966919183731079,-0.021118200558703393,,
481,175.94,4.64069938659668,113,120,57856,-0.04905936121940613,448,0.2,0.020954916,0.00025,-1.1548128761351109,0.026215369609417394,0.19287109375,0.9214861989021301,-0.025113700481597334,,
481,179.24,4.594699859619141,114,121,58368,0.0546695739030838,452,0.2,0.02727174,0.00025,-1.144792441278696,0.2176056425087154,0.205078125,0.7559757828712463,-0.010205953032709658,,
481,182.88,4.5276994705200195,115,122,58880,0.031355176120996475,456,0.2,0.012632819,0.00025,-1.2268383353948593,0.17560285923536867,0.16552734375,0.7812230587005615,-0.0056604144047014415,,
481,183.46,4.53339958190918,116,123,59392,0.030872903764247894,460,0.2,0.016319776,0.00025,-1.1426584273576736,0.10977675765752792,0.1044921875,0.9291651248931885,-0.015372203022707254,,
481,185.18,4.519299507141113,117,124,59904,0.0009449198842048645,464,0.2,0.038733907,0.00025,-0.996146434918046,0.13566294533666223,0.181640625,0.7835468053817749,-0.0034483099007047713,,
,,,,,60000,0.00783359631896019,468,0.2,0.022301123,0.00025,-1.0341428108513355,0.09268100676126778,0.173828125,0.9120422601699829,-0.008109007409075275,3.454000473022461,252.4
476,185.44,4.524999618530273,118,126,60416,,,,,,,,,,,,
476,185.16,4.479699611663818,119,127,60928,-0.04402845352888107,472,0.2,0.028197262,0.00025,-1.1180968172848225,0.046546084457077086,0.19775390625,0.9094765186309814,-0.02305080508813262,,
476,187.62,4.448999404907227,120,129,61440,0.03962321951985359,476,0.2,0.01841873,0.00025,-0.94449133425951,0.11088369495701045,0.162109375,0.8480697274208069,-0.006022174668032676,,
476,190.46,4.398599624633789,121,130,61952,0.05783861130475998,480,0.2,0.016059503,0.00025,-1.0431042276322842,0.15596333076246083,0.2158203125,0.8934601545333862,0.0012771010224241763,,
476,190.12,4.398099422454834,122,131,62464,0.018575279042124748,484,0.2,0.018144771,0.00025,-1.0767082907259464,0.1768290118779987,0.181640625,0.679700493812561,-0.017747407488059253,,
476,189.58,4.439399242401123,123,132,62976,-0.0652962327003479,488,0.2,0.046169646,0.00025,-1.0380954556167126,0.059583803405985236,0.2109375,0.8279215097427368,-0.02146110642934218,,
476,189.3,4.4626994132995605,124,133,63488,-0.04919004440307617,492,0.2,0.023180563,0.00025,-1.1126182898879051,0.04678914899704978,0.2021484375,0.6975754499435425,-0.017338115023449063,,
476,193.0,4.459099292755127,125,134,64000,-0.036397360265254974,496,0.2,0.022689495,0.00025,-1.141812801361084,0.0443657300202176,0.22265625,0.5816103219985962,-0.023445951112080365,,
476,191.82,4.49899959564209,126,135,64512,-0.04938112199306488,500,0.2,0.02816113,0.00025,-1.1078376919031143,0.043782187975011766,0.2373046875,0.725504994392395,-0.022436509490944445,,
476,193.98,4.474199295043945,127,136,65024,-0.04308382421731949,504,0.2,0.023791365,0.00025,-1.056584693491459,0.030458130117040128,0.19091796875,0.8517693877220154,-0.024960114038549364,,
476,198.32,4.430899143218994,128,137,65536,-0.003316294401884079,508,0.2,0.021311816,0.00025,-1.0251270812004805,0.13335733581334352,0.1767578125,0.7011047601699829,-0.009032546076923609,,
476,200.08,4.433099269866943,129,138,66048,-0.004141461104154587,512,0.2,0.013979064,0.00025,-1.0116199273616076,0.1590322284027934,0.18603515625,0.6923297643661499,-0.0134848098969087,,
477,201.38,4.443199634552002,130,139,66560,0.0076836226508021355,516,0.2,0.018121183,0.00025,-0.9911668300628662,0.07031806383747607,0.1455078125,0.8618484735488892,-0.015107173705473542,,
477,204.54,4.432799816131592,131,140,67072,-0.02687336876988411,520,0.2,0.009805491,0.00025,-1.070497240871191,0.03203826176468283,0.111328125,0.6782381534576416,-0.01347037494997494,,
477,206.6,4.411299705505371,132,141,67584,-0.035097260028123856,524,0.2,0.025185905,0.00025,-1.0214468091726303,0.023361055238638073,0.23046875,0.8797942996025085,-0.015244970563799143,,
477,208.54,4.404499530792236,133,142,68096,-0.044232383370399475,528,0.2,0.022930648,0.00025,-1.0032862834632397,0.0540457617607899,0.20263671875,0.7718486785888672,-0.015813686652109027,,
477,208.34,4.407198905944824,134,143,68608,0.04330572485923767,532,0.2,0.02298592,0.00025,-0.9961027149111032,0.12591085711028427,0.2021484375,0.7420352697372437,-0.018459077371517196,,
477,208.66,4.41279935836792,135,144,69120,-0.01031578704714775,536,0.2,0.022319177,0.00025,-0.8852457888424397,0.13497739471495152,0.1640625,0.8136753439903259,-0.011362294433638453,,
477,209.16,4.408298969268799,136,145,69632,-0.036929719150066376,540,0.2,0.044918265,0.00025,-0.8457358852028847,0.048545104975346476,0.171875,0.8394966721534729,-0.016846449783770368,,
477,210.94,4.359299659729004,137,146,70144,-0.0182330459356308,544,0.2,0.018311573,0.00025,-0.8521995898336172,0.16424744739197195,0.19384765625,0.7830902338027954,-0.010042117937700823,,
477,210.88,4.329799652099609,138,147,70656,0.024601396173238754,548,0.2,0.018403824,0.00025,-0.9205923546105623,0.14622382866218686,0.142578125,0.835090696811676,-0.008205703546991572,,
477,211.28,4.323399543762207,139,148,71168,0.00022546015679836273,552,0.2,0.019318312,0.00025,-0.9152191132307053,0.06898566317977384,0.17724609375,0.8394228219985962,-0.00900244087097235,,
477,210.66,4.334799289703369,140,150,71680,-0.019939351826906204,556,0.2,0.020835502,0.00025,-0.8835497125983238,0.0336291998391971,0.14111328125,0.8418393135070801,-0.020361558941658586,,
477,211.2,4.328699111938477,141,151,72192,-0.022727414965629578,560,0.2,0.017469369,0.00025,-0.9307580422610044,0.03142535511869937,0.18115234375,0.7940067052841187,-0.009293505107052624,,
477,209.06,4.3506999015808105,142,152,72704,-0.03979920595884323,564,0.2,0.018908765,0.00025,-0.9499401804059744,0.027968591544777155,0.1884765625,0.8320748805999756,-0.02262003574287519,,
477,208.94,4.3441996574401855,143,153,73216,-0.06056667119264603,568,0.2,0.020846868,0.00025,-1.006919652223587,0.03506940614897758,0.1591796875,0.836316704750061,-0.02338727194000967,,
