time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/learning_rate,train/entropy_loss,rollout/ep_rew_mean,train/loss,train/clip_fraction,train/value_loss,train/approx_kl,train/clip_range,train/explained_variance,rollout/ep_len_mean,train/n_updates,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length
123392,389,316,241,0.00025,-0.8410777039825916,3.6819000244140625,-0.00951734371483326,0.10009765625,0.0010363111296101124,0.009208307,0.2,0.9973860383033752,119.32,960,-0.01158261700766161,,
123904,389,317,242,0.00025,-0.8298937007784843,3.6836998462677,-0.004825463518500328,0.11181640625,0.0018244974053232,0.018167146,0.2,0.9930572509765625,118.5,964,-0.01752504802425392,,
124416,389,319,243,0.00025,-0.8619439769536257,3.6829001903533936,-0.03657577186822891,0.15234375,0.0015830745051061967,0.018653361,0.2,0.9955064058303833,118.44,968,-0.020754178694915026,,
124928,389,320,244,0.00025,-0.8489645943045616,3.6841001510620117,-0.03387489169836044,0.12255859375,0.0027559544250834733,0.025962673,0.2,0.9894154667854309,118.48,972,-0.01842986245173961,,
125440,390,321,245,0.00025,-0.8065014593303204,3.685800075531006,-0.03365346044301987,0.1279296875,0.0015027218596515013,0.016708672,0.2,0.9966586828231812,118.76,976,-0.01482988434145227,,
125952,390,322,246,0.00025,-0.8520814646035433,3.6877002716064453,-0.0521194189786911,0.1201171875,0.003372586397745181,0.019655894,0.2,0.9813242554664612,118.68,980,-0.023067875357810408,,
126464,390,324,247,0.00025,-0.7839394509792328,3.693300247192383,-0.01589411497116089,0.12158203125,0.0017366884185321396,0.01537489,0.2,0.9933425188064575,117.28,984,-0.013991031213663518,,
126976,390,325,248,0.00025,-0.8366295117884874,3.6935999393463135,-0.05924009159207344,0.1396484375,0.0026075300156662706,0.023676734,0.2,0.9914569854736328,116.66,988,-0.020364820113172755,,
127488,390,326,249,0.00025,-0.8245718982070684,3.697699785232544,-0.04553136229515076,0.11474609375,0.0016171997431229101,0.017171618,0.2,0.9969893097877502,116.02,992,-0.017304210108704865,,
128000,390,327,250,0.00025,-0.8497315868735313,3.6964001655578613,-0.0634860247373581,0.1328125,0.002615696292195935,0.021185258,0.2,0.9882866740226746,115.82,996,-0.019033114949706942,,
128512,390,329,251,0.00025,-0.859610116109252,3.694199800491333,-0.04563135653734207,0.1533203125,0.00796421397535596,0.02327042,0.2,0.9583479762077332,116.58,1000,-0.019919417274650186,,
129024,390,330,252,0.00025,-0.8729339428246021,3.691300392150879,-0.0577247217297554,0.14306640625,0.009390960491145961,0.022402396,0.2,0.9405456185340881,116.92,1004,-0.027113068848848343,,
129536,390,331,253,0.00025,-0.8233875036239624,3.693199872970581,-0.054622258991003036,0.22802734375,0.005611476597550791,0.045835994,0.2,0.961147665977478,117.04,1008,-0.02427478285972029,,
130048,390,333,254,0.00025,-0.7961632665246725,3.694199800491333,-0.04260703921318054,0.13818359375,0.003670117937872419,0.025379999,0.2,0.973148763179779,117.1,1012,-0.020389002398587763,,
130560,390,334,255,0.00025,-0.7914685420691967,3.694000005722046,-0.058695580810308456,0.16748046875,0.003327443409943953,0.03432774,0.2,0.9839940667152405,117.18,1016,-0.017451026884373277,,
131072,390,335,256,0.00025,-0.7701911628246307,3.693399667739868,-0.04082218185067177,0.13818359375,0.0027052430996263865,0.020843416,0.2,0.9879793524742126,116.96,1020,-0.022358940943377092,,
131584,390,336,257,0.00025,-0.754976499825716,3.693399667739868,-0.029454883188009262,0.16015625,0.001481050370784942,0.015914813,0.2,0.9959445595741272,116.9,1024,-0.018546070670709014,,
132096,390,338,258,0.00025,-0.7485591750591993,3.6932995319366455,-0.03345441818237305,0.125,0.0011047990119550377,0.022740828,0.2,0.998058557510376,116.9,1028,-0.015583691070787609,,
132608,390,339,259,0.00025,-0.7834373414516449,3.694199800491333,-0.02215506322681904,0.16015625,0.0012856678440584801,0.017397376,0.2,0.9984760284423828,117.02,1032,-0.012671102944295853,,
133120,390,340,260,0.00025,-0.7622416745871305,3.693800449371338,-0.035214874893426895,0.12109375,0.001339456349342072,0.024539482,0.2,0.9967973828315735,117.16,1036,-0.016943214286584407,,
133632,390,341,261,0.00025,-0.8107493296265602,3.692699909210205,-0.03333394601941109,0.17529296875,0.003372469924215693,0.025399404,0.2,0.9844943284988403,117.24,1040,-0.01988602546043694,,
134144,390,343,262,0.00025,-0.8125971779227257,3.6940996646881104,-0.04147224500775337,0.12158203125,0.003815319654677296,0.014004165,0.2,0.9823466539382935,117.56,1044,-0.018921335868071765,,
134656,390,344,263,0.00025,-0.785644743591547,3.6947999000549316,-0.01803053542971611,0.14892578125,0.003805169904808281,0.023361878,0.2,0.9840371608734131,117.76,1048,-0.021180472045671195,,
135168,390,345,264,0.00025,-0.7852861769497395,3.693399667739868,-0.026873402297496796,0.13330078125,0.0015358878790721064,0.019694619,0.2,0.9943971633911133,117.42,1052,-0.01312568475259468,,
135680,390,347,265,0.00025,-0.7605907786637545,3.6942999362945557,-0.03745850920677185,0.1123046875,0.0010605948027659906,0.011910591,0.2,0.9983247518539429,117.5,1056,-0.013394950074143708,,
136192,390,348,266,0.00025,-0.7604946829378605,3.692899703979492,-0.026552332565188408,0.12255859375,0.00217439726475277,0.017440872,0.2,0.9910167455673218,117.2,1060,-0.016525941755389795,,
136704,391,349,267,0.00025,-0.7838807851076126,3.6936001777648926,-0.036943498998880386,0.11474609375,0.0010939741132460767,0.016516082,0.2,0.9971025586128235,117.28,1064,-0.021956918528303504,,
137216,391,350,268,0.00025,-0.7940872814506292,3.6916003227233887,-0.046175360679626465,0.15771484375,0.0013830030529788928,0.025262605,0.2,0.9974079132080078,117.34,1068,-0.022160198364872485,,
137728,391,352,269,0.00025,-0.8320888634771109,3.6865997314453125,-0.029758621007204056,0.20849609375,0.006402074330253527,0.06269468,0.2,0.9701969027519226,117.9,1072,-0.024008843349292874,,
138240,391,353,270,0.00025,-0.7798416130244732,3.688499689102173,-0.053761765360832214,0.23095703125,0.00494630203320412,0.037071243,0.2,0.9756072759628296,117.94,1076,-0.017844189540483057,,
138752,391,354,271,0.00025,-0.740151897072792,3.6865997314453125,-0.020615648478269577,0.1357421875,0.0027412030067353044,0.023115562,0.2,0.9912206530570984,117.76,1080,-0.011916423973161727,,
139264,391,355,272,0.00025,-0.7495182808488607,3.684199810028076,-0.04512986168265343,0.11181640625,0.0013498651314876042,0.013819328,0.2,0.9972296953201294,117.34,1084,-0.012819595751352608,,
139776,391,357,273,0.00025,-0.7518922500312328,3.686300039291382,-0.023655179888010025,0.12841796875,0.0008756918614380993,0.017766058,0.2,0.997590184211731,116.5,1088,-0.01460512331686914,,
140000,,,,0.00025,-0.8040068671107292,,-0.05128387734293938,0.13134765625,0.0010676858546503354,0.05394353,0.2,0.9982953071594238,,1092,-0.019757915288209915,3.640000104904175,146.0
140288,390,359,274,,,3.684199810028076,,,,,,,116.96,,,,
140800,390,360,275,0.00025,-0.8779183123260736,3.6768999099731445,-0.030887644737958908,0.19580078125,0.016127082853927277,0.03297005,0.2,0.8663791418075562,118.52,1096,-0.014216776879038662,,
141312,390,362,276,0.00025,-0.8976056762039661,3.6733996868133545,-0.05610692501068115,0.17822265625,0.00938278990361141,0.03604698,0.2,0.8454421758651733,119.32,1100,-0.022662448725895956,,
141824,390,363,277,0.00025,-0.8576201777905226,3.667800188064575,-0.04066499322652817,0.20947265625,0.008473009263980202,0.03117096,0.2,0.9001754522323608,120.48,1104,-0.01819012238411233,,
142336,390,364,278,0.00025,-0.8685057014226913,3.6653006076812744,-0.004921547137200832,0.23193359375,0.010838020578376018,0.033537306,0.2,0.910209596157074,121.04,1108,-0.025224616401828825,,
142848,390,365,279,0.00025,-0.8368026353418827,3.6662001609802246,-0.03530550003051758,0.20703125,0.007220376821351238,0.038355187,0.2,0.930967390537262,121.46,1112,-0.019299091305583715,,
143360,390,367,280,0.00025,-0.8239813707768917,3.6647002696990967,-0.012272441759705544,0.19775390625,0.005761696731497068,0.026811663,0.2,0.9554703235626221,122.44,1116,-0.019199389760615304,,
143872,390,368,281,0.00025,-0.8517703916877508,3.6607000827789307,-0.04453803598880768,0.1630859375,0.005608576386293862,0.032565895,0.2,0.9618080258369446,124.08,1120,-0.01590948854573071,,
144384,390,369,282,0.00025,-0.8580447845160961,3.660400390625,-0.050432201474905014,0.19677734375,0.011410767139750533,0.03179358,0.2,0.9219100475311279,124.52,1124,-0.020916009321808815,,
144896,390,370,283,0.00025,-0.83320651948452,3.6610000133514404,-0.04878886416554451,0.1328125,0.007068313061608933,0.016362311,0.2,0.9705548882484436,124.96,1128,-0.017431049927836284,,
145408,390,372,284,0.00025,-0.7591230664402246,3.6625003814697266,-0.03485037013888359,0.1640625,0.0035203723091399297,0.02435175,0.2,0.9864233732223511,125.06,1132,-0.018323566211620346,,
145920,390,373,285,0.00025,-0.7689003441482782,3.666100263595581,-0.041254427284002304,0.11865234375,0.003325448909890838,0.015784424,0.2,0.9850353598594666,125.22,1136,-0.016621489368844777,,
146432,390,374,286,0.00025,-0.7641804963350296,3.667300224304199,-0.043808531016111374,0.142578125,0.0036754296652361518,0.020750418,0.2,0.9864727258682251,125.28,1140,-0.015232739213388413,,
146944,390,376,287,0.00025,-0.7437755446881056,3.6688003540039062,-0.04434897005558014,0.130859375,0.0032864332388271578,0.027812675,0.2,0.9871428608894348,125.86,1144,-0.01973506953800097,,
147456,390,377,288,0.00025,-0.7377724796533585,3.6679999828338623,-0.023547526448965073,0.16650390625,0.005348270118702203,0.03525028,0.2,0.9769691228866577,125.7,1148,-0.01778056053444743,,
147968,390,378,289,0.00025,-0.7340412586927414,3.6697998046875,-0.010568681173026562,0.17919921875,0.0016511254134456976,0.019276045,0.2,0.9958435893058777,125.84,1152,-0.018277863069670275,,
148480,390,379,290,0.00025,-0.7365972194820642,3.673799991607666,-0.0476067028939724,0.14013671875,0.0014903548826623592,0.026721176,0.2,0.9961264133453369,126.14,1156,-0.021881933033000678,,
148992,391,381,291,0.00025,-0.7636143118143082,3.6759002208709717,-0.03879804164171219,0.1474609375,0.0024716599727980793,0.032387916,0.2,0.9913245439529419,126.24,1160,-0.025879070977680385,,
149504,391,382,292,0.00025,-0.7834242079406977,3.678500175476074,-0.013844773173332214,0.1298828125,0.001643772739043925,0.016794322,0.2,0.9953417778015137,126.46,1164,-0.01616108394227922,,
150016,391,383,293,0.00025,-0.7866973802447319,3.683199882507324,-0.038884520530700684,0.1748046875,0.0013178362978578662,0.028475773,0.2,0.9955599904060364,125.5,1168,-0.024199728446546942,,
150528,391,384,294,0.00025,-0.7599219046533108,3.684799909591675,-0.02562403865158558,0.111328125,0.0011011251117452048,0.016834991,0.2,0.9975298047065735,125.6,1172,-0.02001831232337281,,
151040,391,386,295,0.00025,-0.7603220585733652,3.6847000122070312,-0.05339983105659485,0.15478515625,0.0013255377798486734,0.019837977,0.2,0.99575275182724,125.8,1176,-0.015713500644778833,,
151552,391,387,296,0.00025,-0.7547112945467234,3.6865997314453125,-0.032464828342199326,0.14697265625,0.0032340252691938076,0.028419778,0.2,0.9852889180183411,125.94,1180,-0.013718291011173278,,
152064,391,388,297,0.00025,-0.7713395059108734,3.688999891281128,-0.03336110711097717,0.1357421875,0.0014649743479822064,0.024257127,0.2,0.9945943355560303,126.24,1184,-0.016164032247615978,,
152576,391,389,298,0.00025,-0.7389025148004293,3.693199872970581,-0.04558510705828667,0.17578125,0.0017321258783340454,0.025457162,0.2,0.9951713681221008,125.54,1188,-0.01999428286217153,,
153088,391,391,299,0.00025,-0.7542802058160305,3.7007999420166016,-0.07710045576095581,0.13427734375,0.0008570961290388368,0.03584203,0.2,0.9976515769958496,123.82,1192,-0.01573217083932832,,
153600,391,392,300,0.00025,-0.7639945223927498,3.7091000080108643,-0.03552306070923805,0.14404296875,0.0009872103919406072,0.023248974,0.2,0.9967044591903687,122.04,1196,-0.018828282947652042,,
154112,391,393,301,0.00025,-0.7445800341665745,3.7157998085021973,-0.036515843123197556,0.1103515625,0.0009723701996335876,0.020561323,0.2,0.9976135492324829,121.2,1200,-0.01686222807620652,,
154624,391,395,302,0.00025,-0.7540598940104246,3.721099853515625,-0.039406757801771164,0.10205078125,0.002016788701439509,0.015797414,0.2,0.9946408867835999,120.36,1204,-0.015056854172144085,,
155136,391,396,303,0.00025,-0.739561952650547,3.7230002880096436,-0.0260221678763628,0.11083984375,0.001021651376504451,0.010709198,0.2,0.9970170855522156,119.48,1208,-0.016673396981786937,,
155648,391,397,304,0.00025,-0.7779231853783131,3.7277002334594727,-0.051719557493925095,0.15869140625,0.0037916281435173005,0.028461024,0.2,0.9872090816497803,117.7,1212,-0.020178964303340763,,
156160,391,398,305,0.00025,-0.74710295163095,3.730799674987793,-0.020526042208075523,0.13818359375,0.0018609644612297416,0.017323239,0.2,0.9943048357963562,117.18,1216,-0.01671519421506673,,
156672,391,400,306,0.00025,-0.7714149579405785,3.7305996417999268,-0.03752337768673897,0.11328125,0.0017949546981981257,0.013532979,0.2,0.9943776726722717,116.96,1220,-0.013591264490969479,,
157184,391,401,307,0.00025,-0.7423729840666056,3.7289998531341553,-0.06347505748271942,0.12060546875,0.0020098774002690334,0.025213823,0.2,0.9956140518188477,116.88,1224,-0.01973949756938964,,
157696,391,402,308,0.00025,-0.7654611654579639,3.728600263595581,-0.05846115201711655,0.13671875,0.0023321070984820835,0.019778127,0.2,0.9898917078971863,116.7,1228,-0.02037099003791809,,
158208,391,403,309,0.00025,-0.7720638457685709,3.7292001247406006,-0.057455725967884064,0.11767578125,0.001471270606998587,0.018430421,0.2,0.9951328039169312,116.82,1232,-0.02047232340555638,,
158720,391,405,310,0.00025,-0.7628166563808918,3.730299949645996,-0.02638631872832775,0.1337890625,0.0014965789050620515,0.020322153,0.2,0.9948558807373047,116.52,1236,-0.0152751196292229,,
159232,391,406,311,0.00025,-0.777822682633996,3.7314999103546143,-0.03348715975880623,0.1669921875,0.002632155898027122,0.02796577,0.2,0.9899798035621643,116.92,1240,-0.018194142379797995,,
159744,391,407,312,0.00025,-0.7867143731564283,3.7285001277923584,-0.04204218462109566,0.15380859375,0.004034110021166271,0.0288023,0.2,0.977360188961029,117.08,1244,-0.0227905391366221,,
160000,,,,0.00025,-0.8058299403637648,,-0.06341809034347534,0.14013671875,0.0017810926256061066,0.0241269,0.2,0.9914195537567139,,1248,-0.023598400701303035,3.690000057220459,112.0
160256,391,409,313,,,3.7273998260498047,,,,,,,117.28,,,,
160768,390,411,314,0.00025,-0.8127869069576263,3.724900007247925,-0.028493568301200867,0.13134765625,0.017790356010664254,0.024278348,0.2,0.9140940308570862,117.06,1252,-0.013920583121944219,,
161280,391,412,315,0.00025,-0.8123213555663824,3.7203001976013184,-0.051126878708601,0.15234375,0.0016894125283215544,0.023714412,0.2,0.9832410216331482,117.7,1256,-0.015225147304590791,,
161792,391,413,316,0.00025,-0.9261169470846653,3.714200019836426,-0.029714323580265045,0.251953125,0.01229924256040249,0.038817354,0.2,0.9430490732192993,119.5,1260,-0.015526099014095962,,
162304,391,414,317,0.00025,-0.9777394272387028,3.707699775695801,-0.05397576093673706,0.22314453125,0.015345934880315326,0.038424063,0.2,0.9385132193565369,121.04,1264,-0.016301951312925667,,
162816,391,416,318,0.00025,-0.9542460944503546,3.7010998725891113,-0.05425921827554703,0.23828125,0.010025099181802943,0.039633103,0.2,0.9459992051124573,122.22,1268,-0.02781502914149314,,
163328,391,417,319,0.00025,-0.9234374519437551,3.6983001232147217,-0.010295632295310497,0.2314453125,0.012567574507556856,0.03346285,0.2,0.9267114400863647,123.24,1272,-0.014699339400976896,,
163840,391,418,320,0.00025,-0.8544924613088369,3.6989002227783203,-0.044680625200271606,0.240234375,0.010347336676204577,0.053069375,0.2,0.9228634834289551,123.98,1276,-0.023233163636177778,,
164352,391,419,321,0.00025,-0.7986314781010151,3.6992998123168945,0.09000297635793686,0.2041015625,0.005998357868520543,0.029647829,0.2,0.9767876267433167,124.04,1280,-0.005839986319188029,,
164864,391,421,322,0.00025,-0.7958172485232353,3.6983001232147217,-0.02980233170092106,0.17578125,0.004346260604506824,0.026034297,0.2,0.9811417460441589,124.02,1284,-0.02328251875587739,,
165376,391,422,323,0.00025,-0.7771393712610006,3.6931002140045166,-0.03963324800133705,0.1494140625,0.002226327658718219,0.029847216,0.2,0.9938100576400757,125.82,1288,-0.010651485645212233,,
165888,391,423,324,0.00025,-0.8418237157166004,3.693399667739868,-0.0703788697719574,0.287109375,0.017729633051203564,0.038306445,0.2,0.9249016046524048,126.04,1292,-0.02073716709855944,,
166400,391,425,325,0.00025,-0.79765410348773,3.6928000450134277,-0.07102948427200317,0.244140625,0.006840131507487968,0.03668096,0.2,0.9710021615028381,126.22,1296,-0.011453489598352462,,
166912,391,426,326,0.00025,-0.80132045596838,3.690500259399414,-0.035625576972961426,0.1552734375,0.007413281186018139,0.042979598,0.2,0.9546560049057007,126.52,1300,-0.022993371647316962,,
167424,391,427,327,0.00025,-0.7727331798523664,3.6885995864868164,-0.047908756881952286,0.154296875,0.0023290831049962435,0.025806399,0.2,0.9891965985298157,126.92,1304,-0.01799658508389257,,
167936,391,428,328,0.00025,-0.7725733928382397,3.6904001235961914,-0.043189533054828644,0.185546875,0.005451857694424689,0.041887484,0.2,0.9768737554550171,126.88,1308,-0.01983738789567724,,
168448,391,430,329,0.00025,-0.7647422198206186,3.6907002925872803,-0.02658657543361187,0.18603515625,0.0023783507203916088,0.042466138,0.2,0.9910313487052917,127.08,1312,-0.019431970111327246,,
168960,391,431,330,0.00025,-0.7511163260787725,3.6914000511169434,-0.062133315950632095,0.14208984375,0.0018224757041025441,0.019215748,0.2,0.9937116503715515,127.44,1316,-0.010895992221776396,,
169472,391,432,331,0.00025,-0.7795999087393284,3.691499710083008,-0.03475969284772873,0.1259765625,0.0026138531538890675,0.022792313,0.2,0.9877787828445435,127.42,1320,-0.01768748988979496,,
169984,391,433,332,0.00025,-0.7475854121148586,3.6907999515533447,-0.03516645357012749,0.13671875,0.0016795910578366602,0.024520304,0.2,0.9943042397499084,127.28,1324,-0.017816036590375006,,
170496,391,435,333,0.00025,-0.7191023267805576,3.690999984741211,-0.05245278775691986,0.107421875,0.0010194650103585445,0.015640777,0.2,0.9964767694473267,127.52,1328,-0.011771530378609896,,
171008,391,436,334,0.00025,-0.7213461492210627,3.6889002323150635,-0.05907447636127472,0.14453125,0.0016047827493821387,0.040929534,0.2,0.9927916526794434,127.24,1332,-0.021359108213800937,,
171520,391,437,335,0.00025,-0.7118521519005299,3.687699794769287,-0.048019930720329285,0.17529296875,0.0015709024919488002,0.030523201,0.2,0.99495530128479,127.04,1336,-0.018865816993638873,,
172032,391,438,336,0.00025,-0.729462893679738,3.6877999305725098,-0.057290345430374146,0.17578125,0.001081876152966288,0.032786872,0.2,0.9970622062683105,126.62,1340,-0.03039179730694741,,
172544,391,440,337,0.00025,-0.7319077830761671,3.6886000633239746,-0.015531706623733044,0.13427734375,0.0011012151508111856,0.01461494,0.2,0.9973872303962708,126.44,1344,-0.010368186442065053,,
173056,391,441,338,0.00025,-0.7206643112003803,3.6880998611450195,-0.05236981436610222,0.15966796875,0.0011718226487573702,0.04105428,0.2,0.9967687129974365,126.04,1348,-0.014697901700856164,,
173568,392,442,339,0.00025,-0.7414429243654013,3.686000108718872,-0.07602770626544952,0.16162109375,0.0018351700127823278,0.028233416,0.2,0.9942246675491333,126.72,1352,-0.023660845850827172,,
174080,392,443,340,0.00025,-0.7498992886394262,3.692999839782715,-0.044564638286828995,0.1708984375,0.0066069046151824296,0.038171142,0.2,0.9721283316612244,124.46,1356,-0.024729106342419982,,
174592,392,445,341,0.00025,-0.7171191330999136,3.699700355529785,-0.02118806168437004,0.1943359375,0.002391764463027357,0.032305356,0.2,0.989433765411377,122.62,1360,-0.022911215957719833,,
175104,392,446,342,0.00025,-0.7158248797059059,3.707699775695801,-0.0523432232439518,0.20654296875,0.0007882723029979388,0.029391399,0.2,0.9977079033851624,120.38,1364,-0.02044757443945855,,
175616,392,447,343,0.00025,-0.7100373487919569,3.706199884414673,-0.04981916397809982,0.14013671875,0.0010452038222865667,0.018124614,0.2,0.9979124665260315,119.8,1368,-0.008694389398442581,,
176128,392,449,344,0.00025,-0.7251955140382051,3.7073001861572266,-0.04115569591522217,0.185546875,0.00452157502877526,0.034370437,0.2,0.9810517430305481,119.68,1372,-0.02386641429620795,,
176640,392,450,345,0.00025,-0.6964340209960938,3.7049999237060547,0.006505224388092756,0.15625,0.0017593546981515829,0.02357383,0.2,0.9948559403419495,119.56,1376,-0.012284494587220252,,
177152,392,451,346,0.00025,-0.6840177457779646,3.7102999687194824,-0.0035196030512452126,0.1572265625,0.0026940824172925204,0.02821017,0.2,0.9890310168266296,118.04,1380,-0.012098038918338716,,
177664,392,452,347,0.00025,-0.6772369854152203,3.7112996578216553,-0.05665045604109764,0.1376953125,0.0038691743393428624,0.022252966,0.2,0.9825419187545776,118.18,1384,-0.01884052256355062,,
178176,392,454,348,0.00025,-0.6765189804136753,3.710099697113037,-0.05485290288925171,0.14306640625,0.005823562212754041,0.0266354,0.2,0.966762363910675,117.6,1388,-0.017147709149867296,,
178688,392,455,349,0.00025,-0.7081931922584772,3.7101001739501953,-0.05051591992378235,0.17041015625,0.0024598731943115126,0.027932175,0.2,0.9891034960746765,117.5,1392,-0.022510164068080485,,
179200,392,456,350,0.00025,-0.7621878925710917,3.7083001136779785,-0.05273304507136345,0.19677734375,0.0011181819809280569,0.028768705,0.2,0.9959443807601929,116.94,1396,-0.021350425900891423,,
179712,392,457,351,0.00025,-0.7739249914884567,3.710599660873413,-0.05145439878106117,0.177734375,0.0011824325811176095,0.01869254,0.2,0.9986667633056641,117.14,1400,-0.02491045987699181,,
180000,,,,0.00025,-0.8107094131410122,,-0.02022566832602024,0.15625,0.0018470468803570839,0.02276501,0.2,0.9921889901161194,,1404,-0.01517208039877005,3.690000057220459,112.0
180224,391,460,352,,,3.711399793624878,,,,,,,117.18,,,,
180736,391,461,353,0.00025,-0.7934034802019596,3.7102999687194824,-0.02299872413277626,0.1572265625,0.029618076820042916,0.02042092,0.2,0.8185604810714722,117.14,1408,-0.01830010995035991,,
181248,391,462,354,0.00025,-0.7861575540155172,3.709399938583374,-0.01827958971261978,0.15673828125,0.0050555631969473325,0.03215958,0.2,0.9611636400222778,117.1,1412,-0.022626698075328022,,
181760,391,463,355,0.00025,-0.7986305840313435,3.7074999809265137,-0.027522603049874306,0.10791015625,0.0014631455323979026,0.014269199,0.2,0.9932453036308289,117.2,1416,-0.011751181504223496,,
182272,391,465,356,0.00025,-0.8067169822752476,3.7079999446868896,-0.05968233570456505,0.12939453125,0.0026904535116045736,0.026501965,0.2,0.9875161051750183,116.98,1420,-0.018776586337480694,,
182784,391,466,357,0.00025,-0.805984565988183,3.709399938583374,-0.025361724197864532,0.1328125,0.0014186638945830055,0.019908022,0.2,0.9958786368370056,117.48,1424,-0.018324786273296922,,
183296,391,467,358,0.00025,-0.8291896600276232,3.7109999656677246,-0.04095849022269249,0.11865234375,0.006844431918580085,0.03212729,0.2,0.9504345059394836,117.62,1428,-0.019550122960936278,,
183808,391,469,359,0.00025,-0.8128298297524452,3.710400104522705,-0.013835454359650612,0.1767578125,0.002921788935054792,0.029967232,0.2,0.9795520901679993,117.76,1432,-0.018172793206758797,,
184320,391,470,360,0.00025,-0.8137380853295326,3.7107999324798584,-0.03685084357857704,0.16357421875,0.0028961489952052943,0.03095935,0.2,0.9878431558609009,118.04,1436,-0.01967620407231152,,
184832,391,471,361,0.00025,-0.8636233918368816,3.706900119781494,-0.05688139796257019,0.14306640625,0.002527243566873949,0.028011292,0.2,0.9925715327262878,119.2,1440,-0.01701498043257743,,
185344,391,472,362,0.00025,-0.9323621019721031,3.7090003490448,-0.07365520298480988,0.1767578125,0.011849049013108015,0.046560604,0.2,0.9241719841957092,118.54,1444,-0.02438290254212916,,
185856,391,474,363,0.00025,-0.838546684011817,3.7074999809265137,-0.045560456812381744,0.15966796875,0.00416293279704405,0.028423375,0.2,0.9833772778511047,118.74,1448,-0.015574326971545815,,
186368,392,475,364,0.00025,-0.8771810419857502,3.708599805831909,-0.03404577821493149,0.1669921875,0.003402210550120799,0.030777339,0.2,0.9841172099113464,118.64,1452,-0.023879116924945265,,
186880,392,476,365,0.00025,-0.8307712934911251,3.709200143814087,-0.04547037184238434,0.14892578125,0.001593679579855234,0.020043924,0.2,0.9957394599914551,119.12,1456,-0.019708928739419207,,
187392,392,477,366,0.00025,-0.8552389144897461,3.709399700164795,-0.041377823799848557,0.134765625,0.0037050166793051176,0.018546157,0.2,0.9823161363601685,119.08,1460,-0.02042597922263667,,
187904,392,479,367,0.00025,-0.8464221470057964,3.7086000442504883,-0.04382183775305748,0.11376953125,0.0012896097996417666,0.013546271,0.2,0.9955447912216187,118.68,1464,-0.014015148917678744,,
188416,392,480,368,0.00025,-0.8115081172436476,3.707200050354004,-0.04280289635062218,0.13818359375,0.001231117830684525,0.025252102,0.2,0.996957540512085,118.82,1468,-0.017267617397010326,,
188928,392,481,369,0.00025,-0.8300582747906446,3.708400011062622,-0.04803810641169548,0.12646484375,0.0015528006879321765,0.02557858,0.2,0.9932400584220886,118.3,1472,-0.016767030581831932,,
189440,392,482,370,0.00025,-0.7741830125451088,3.7088000774383545,-0.004118732642382383,0.11083984375,0.0017644719609961612,0.023224156,0.2,0.9935574531555176,118.44,1476,-0.019702872057678178,,
189952,392,484,371,0.00025,-0.7988476138561964,3.7075002193450928,-0.022106483578681946,0.13330078125,0.001902444928418845,0.027185054,0.2,0.9940730929374695,118.2,1480,-0.017195704858750105,,
190464,392,485,372,0.00025,-0.7917183991521597,3.7077999114990234,-0.04384908452630043,0.1259765625,0.0008086007374004112,0.017048214,0.2,0.9984157085418701,118.12,1484,-0.01324561273213476,,
190976,392,486,373,0.00025,-0.8169637694954872,3.7082998752593994,-0.027568481862545013,0.15283203125,0.0007797716252753162,0.01891603,0.2,0.9992048740386963,118.24,1488,-0.024628970568301156,,
191488,392,488,374,0.00025,-0.8165890723466873,3.7063000202178955,-0.049095772206783295,0.12158203125,0.001233167813552427,0.018222867,0.2,0.9954643845558167,118.5,1492,-0.01953238103305921,,
192000,392,489,375,0.00025,-0.8659399189054966,3.704500198364258,-0.039072439074516296,0.13037109375,0.0036152132524875924,0.021177484,0.2,0.9848508834838867,118.2,1496,-0.022069280850701034,,
192512,392,490,376,0.00025,-0.8576508555561304,3.705700159072876,-0.029063966125249863,0.111328125,0.0013496354622475337,0.019260881,0.2,0.9957811832427979,118.0,1500,-0.013402510288869962,,
193024,392,491,377,0.00025,-0.8180904444307089,3.7048001289367676,-0.07971673458814621,0.107421875,0.0014040355072211241,0.018393882,0.2,0.9935753345489502,118.32,1504,-0.02130246884189546,,
193536,392,493,378,0.00025,-0.8228319473564625,3.7070999145507812,-0.036582060158252716,0.15771484375,0.004197349895548541,0.024074929,0.2,0.9773383736610413,118.14,1508,-0.02263365813996643,,
194048,392,494,379,0.00025,-0.8298779018223286,3.705700159072876,-0.03937599062919617,0.16650390625,0.0011251572668697918,0.020891476,0.2,0.9962992668151855,117.98,1512,-0.019734619185328484,,
194560,392,495,380,0.00025,-0.7820415440946817,3.7051000595092773,-0.02491748332977295,0.126953125,0.0011967825566898682,0.026747484,0.2,0.9960377216339111,117.48,1516,-0.015933908143779263,,
195072,392,496,381,0.00025,-0.7895900383591652,3.7042996883392334,-0.049540579319000244,0.146484375,0.0016636286691209534,0.01958696,0.2,0.9947580099105835,117.36,1520,-0.017945596016943455,,
195584,392,498,382,0.00025,-0.7326322458684444,3.706700086593628,-0.04153433069586754,0.10302734375,0.0014495066170638893,0.013834817,0.2,0.9957254528999329,117.38,1524,-0.010810438951011747,,
