time/fps,time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,train/value_loss,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,rollout/ep_rew_mean,train/explained_variance,train/n_updates,train/entropy_loss,train/clip_range,train/approx_kl,train/loss,eval/mean_reward,eval/mean_ep_length
474,26,25,12800,625.4,0.04053659504279494,0.00025,-0.012719090096652508,0.1513671875,-3.7344985008239746,-0.1361304521560669,96,-1.5230996385216713,0.2,0.009774569,-0.045767199248075485,,
474,28,26,13312,618.2857142857143,0.03143318695947528,0.00025,-0.016229144879616797,0.13134765625,-3.4461891651153564,0.288510262966156,100,-1.529790010303259,0.2,0.010466265,-0.07469861209392548,,
474,29,27,13824,616.5454545454545,0.055864821188151836,0.00025,-0.016379078791942447,0.146484375,-3.351362466812134,-0.43117010593414307,104,-1.505791399627924,0.2,0.015850995,-0.0340312197804451,,
473,30,28,14336,614.5217391304348,0.0460885547217913,0.00025,-0.019746934180147946,0.10302734375,-3.2952160835266113,-0.1936880350112915,108,-1.47631374001503,0.2,0.0094910385,-0.021216075867414474,,
473,31,29,14848,607.9166666666666,0.041088627447606996,0.00025,-0.015327962348237634,0.0947265625,-3.0541648864746094,0.13172173500061035,112,-1.4679565504193306,0.2,0.008791389,-0.030258171260356903,,
473,32,30,15360,602.96,0.05138647754210979,0.00025,-0.02541298815049231,0.1611328125,-2.830798387527466,-0.3486093282699585,116,-1.4583028517663479,0.2,0.013400612,-0.029723793268203735,,
473,33,31,15872,584.5185185185185,0.034711422165855765,0.00025,-0.02287566356244497,0.15478515625,-2.422220468521118,0.13604843616485596,120,-1.4344868957996368,0.2,0.013469367,-0.03932926431298256,,
472,34,32,16384,576.3571428571429,0.04678025480825454,0.00025,-0.00594703244860284,0.2216796875,-2.2292840480804443,0.10436761379241943,124,-1.3833229169249535,0.2,0.01774841,-0.04616871848702431,,
472,35,33,16896,570.4827586206897,0.03519595446414314,0.00025,-0.014790807326789945,0.13671875,-2.0651707649230957,0.49353891611099243,128,-1.3203246667981148,0.2,0.012660809,-0.039825547486543655,,
472,36,34,17408,558.1935483870968,0.02891507453750819,0.00025,-0.01907462062081322,0.14208984375,-1.7629016637802124,0.2763615846633911,132,-1.253041584044695,0.2,0.019964125,0.03338494896888733,,
472,37,35,17920,542.1818181818181,0.023099787154933438,0.00025,-0.02438719689962454,0.15966796875,-1.4775742292404175,0.7693505883216858,136,-1.2906493805348873,0.2,0.012727732,-0.04582792520523071,,
