time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/explained_variance,train/entropy_loss,train/n_updates,train/clip_range,train/learning_rate,train/clip_fraction,train/approx_kl,train/value_loss,train/policy_gradient_loss,train/loss,eval/mean_ep_length,eval/mean_reward
247,2.2725000381469727,267,126464,59.68,473,0.6679662466049194,-0.8487948551774025,984,0.2,0.00025,0.22265625,0.054046996,0.016112422905280255,-0.026507750793825835,-0.05515927076339722,,
248,2.2728002071380615,268,126976,59.64,473,0.6952522397041321,-0.8326313495635986,988,0.2,0.00025,0.22216796875,0.050599527,0.009354666588478722,-0.03337802900932729,-0.0699644386768341,,
249,2.2579002380371094,269,127488,59.78,473,0.7673199772834778,-0.8549290299415588,992,0.2,0.00025,0.2333984375,0.052884936,0.027481774566695094,-0.025969848386012018,-0.07118342816829681,,
250,2.2920002937316895,270,128000,57.28,473,0.8533105254173279,-0.8278865590691566,996,0.2,0.00025,0.21728515625,0.03539092,0.02497397080878727,-0.03014074661768973,-0.08191284537315369,,
251,2.2689003944396973,271,128512,58.62,473,0.44308096170425415,-0.7672467138618231,1000,0.2,0.00025,0.20703125,0.05440209,0.03237366466782987,-0.019068533118115738,-0.04854206740856171,,
252,2.2700002193450928,272,129024,57.76,473,0.5914232134819031,-0.8432316854596138,1004,0.2,0.00025,0.23046875,0.047020152,0.038245047035161406,-0.027062158391345292,-0.06894959509372711,,
253,2.270500421524048,273,129536,56.96,473,0.6163502335548401,-0.7790575288236141,1008,0.2,0.00025,0.26904296875,0.053035866,0.01614726975094527,-0.02556141809327528,-0.08433536440134048,,
,,,130000,,,0.7127959728240967,-0.7308260183781385,1012,0.2,0.00025,0.19140625,0.052488707,0.010250657185679302,-0.017935093870619312,-0.050135284662246704,54.4,2.3500000070780516
254,2.288900136947632,274,130048,54.96,473,,,,,,,,,,,,
255,2.28790020942688,275,130560,55.08,473,0.7376444339752197,-0.7548100985586643,1016,0.2,0.00025,0.2060546875,0.044981144,0.009997003769967705,-0.022832825023215264,-0.061384815722703934,,
256,2.3041000366210938,276,131072,55.38,473,0.6992828845977783,-0.7604297548532486,1020,0.2,0.00025,0.24560546875,0.07581666,0.00957196184026543,-0.022721612825989723,-0.07233704626560211,,
257,2.285600185394287,277,131584,56.06,473,0.7308562994003296,-0.7689331416040659,1024,0.2,0.00025,0.24853515625,0.06961513,0.0130165028385818,-0.02263233094708994,-0.0585591122508049,,
258,2.2858002185821533,278,132096,55.92,473,0.7924247980117798,-0.7954177763313055,1028,0.2,0.00025,0.220703125,0.054446734,0.033796837204135954,-0.021025072899647057,-0.058008648455142975,,
259,2.301600217819214,280,132608,54.94,473,0.645205020904541,-0.7200726680457592,1032,0.2,0.00025,0.2109375,0.04214212,0.013230828160885721,-0.023629129922483116,-0.06695863604545593,,
260,2.3176002502441406,281,133120,54.0,473,0.774175763130188,-0.7008825112134218,1036,0.2,0.00025,0.18896484375,0.036541678,0.008888592958101071,-0.01615886582294479,-0.057166144251823425,,
261,2.3394999504089355,282,133632,54.1,473,0.8573961853981018,-0.733375197276473,1040,0.2,0.00025,0.1875,0.045710005,0.004832005964999553,-0.021371513954363763,-0.06084742397069931,,
262,2.324200391769409,283,134144,54.4,473,0.6341469287872314,-0.8170240987092257,1044,0.2,0.00025,0.24853515625,0.044069044,0.024683585099410266,-0.025020526605658233,-0.05546565726399422,,
263,2.323700189590454,284,134656,54.44,473,0.7314292192459106,-0.8102004304528236,1048,0.2,0.00025,0.23291015625,0.04776875,0.023865933617344126,-0.03602664283243939,-0.08956452459096909,,
,,,135000,,,0.6762068271636963,-0.792554622516036,1052,0.2,0.00025,0.2158203125,0.045690473,0.011890342721017078,-0.02573637175373733,-0.06206536665558815,58.0,1.99000000692904
264,2.2920002937316895,285,135168,55.88,473,,,,,,,,,,,,
265,2.2910001277923584,286,135680,56.66,473,0.8210126757621765,-0.8804810047149658,1056,0.2,0.00025,0.275390625,0.040720522,0.04736880926066078,-0.02361703256610781,-0.07226168364286423,,
266,2.276200294494629,287,136192,57.28,473,0.5988864898681641,-0.819793039932847,1060,0.2,0.00025,0.22265625,0.045075968,0.03342881059506908,-0.026983850460965186,-0.029617823660373688,,
267,2.27620005607605,288,136704,57.26,473,0.7481014728546143,-0.809819795191288,1064,0.2,0.00025,0.2197265625,0.0377264,0.028559558239066973,-0.02838215886731632,-0.067417211830616,,
268,2.2945001125335693,289,137216,56.06,473,0.37974369525909424,-0.8383726198226213,1068,0.2,0.00025,0.21923828125,0.0492723,0.042850343917962164,-0.032315890333848074,-0.05077992379665375,,
269,2.294100284576416,290,137728,56.64,473,0.5974413752555847,-0.777333103120327,1072,0.2,0.00025,0.24658203125,0.03855642,0.014239040450775065,-0.017185110598802567,-0.0702456533908844,,
270,2.292800188064575,291,138240,57.86,473,0.6569684743881226,-0.8239910211414099,1076,0.2,0.00025,0.248046875,0.05826651,0.016818079428048804,-0.02848235296551138,-0.055260807275772095,,
271,2.2922000885009766,292,138752,57.88,474,0.6415908336639404,-0.774311650544405,1080,0.2,0.00025,0.24169921875,0.053762652,0.013580968254245818,-0.01899685015087016,-0.06379005312919617,,
272,2.2924001216888428,293,139264,56.62,474,0.7581236362457275,-0.7296762205660343,1084,0.2,0.00025,0.26220703125,0.06456762,0.01106368625187315,-0.0313920191838406,-0.07597007602453232,,
273,2.3077001571655273,294,139776,56.26,474,0.7922060489654541,-0.7099786102771759,1088,0.2,0.00025,0.20263671875,0.04675649,0.00786364918894833,-0.01496042383951135,-0.022722387686371803,,
,,,140000,,,0.7552189826965332,-0.7462618313729763,1092,0.2,0.00025,0.22509765625,0.04809393,0.009354158042697236,-0.024986537755466998,-0.0669223815202713,47.6,2.360000006854534
274,2.325200080871582,296,140288,54.88,473,,,,,,,,,,,,
275,2.341099977493286,297,140800,53.02,473,0.745927095413208,-0.7502179946750402,1096,0.2,0.00025,0.2138671875,0.04881537,0.008075087476754561,-0.02354247510083951,-0.054249148815870285,,
276,2.3411002159118652,298,141312,52.5,474,0.8179472088813782,-0.7580770943313837,1100,0.2,0.00025,0.224609375,0.053934887,0.006193276698468253,-0.024640001822263002,-0.05835510790348053,,
277,2.341900110244751,299,141824,51.8,474,0.4692404866218567,-0.779812378808856,1104,0.2,0.00025,0.22119140625,0.06415528,0.03824187451391481,-0.023844520503189415,-0.04213034734129906,,
278,2.341400146484375,300,142336,52.16,474,0.5321801900863647,-0.738525589928031,1108,0.2,0.00025,0.20556640625,0.05801653,0.015840553940506652,-0.02465388915152289,-0.03694774955511093,,
279,2.342100143432617,301,142848,51.62,474,0.6162737607955933,-0.7804341483861208,1112,0.2,0.00025,0.24267578125,0.042235486,0.009990169186494313,-0.025052175915334374,-0.05477728322148323,,
280,2.343600273132324,302,143360,51.12,474,0.7312250137329102,-0.7583266887813807,1116,0.2,0.00025,0.23876953125,0.0550834,0.009451911973883398,-0.024570734065491706,-0.04889587312936783,,
281,2.3438003063201904,303,143872,51.5,474,0.7606289386749268,-0.7707995139062405,1120,0.2,0.00025,0.2177734375,0.04775074,0.009867218701401725,-0.022825007268693298,-0.07522502541542053,,
282,2.344099998474121,304,144384,51.36,474,0.7943665385246277,-0.8033008985221386,1124,0.2,0.00025,0.236328125,0.069618836,0.011319987155729905,-0.021196199930272996,-0.08730818331241608,,
283,2.344700336456299,305,144896,51.02,474,0.8076412081718445,-0.7436855509877205,1128,0.2,0.00025,0.1923828125,0.058343954,0.0069013610409456305,-0.02668802678817883,-0.08264447003602982,,
,,,145000,,,0.6880815029144287,-0.7580013684928417,1132,0.2,0.00025,0.18701171875,0.039482117,0.009433952305698767,-0.021337354293791577,-0.05140938237309456,48.0,2.366000006720424
284,2.344900369644165,306,145408,51.26,474,,,,,,,,,,,,
285,2.3463001251220703,307,145920,50.9,474,0.8317819833755493,-0.7594563271850348,1136,0.2,0.00025,0.18994140625,0.047925204,0.005342216420103796,-0.020706392650026828,-0.059172533452510834,,
286,2.3617000579833984,308,146432,51.1,474,0.7904437184333801,-0.758063105866313,1140,0.2,0.00025,0.171875,0.040836163,0.006981990518397652,-0.021362268191296607,-0.044262275099754333,,
287,2.362300157546997,309,146944,50.42,474,0.769432544708252,-0.7738715037703514,1144,0.2,0.00025,0.18994140625,0.060974687,0.007966082659550011,-0.020655889326008037,-0.06180647015571594,,
288,2.3624002933502197,310,147456,50.48,474,0.8468567132949829,-0.7833906915038824,1148,0.2,0.00025,0.18603515625,0.0313835,0.00487785513541894,-0.02792755319387652,-0.08678437769412994,,
289,2.362100124359131,311,147968,50.54,474,0.7491949796676636,-0.8402185384184122,1152,0.2,0.00025,0.26513671875,0.07043104,0.009649616651586257,-0.035881877585779876,-0.08588330447673798,,
290,2.3619000911712646,312,148480,50.28,474,0.7857714891433716,-0.8088257201015949,1156,0.2,0.00025,0.21923828125,0.054802988,0.008435582043603063,-0.027351167344022542,-0.055051371455192566,,
291,2.36299991607666,313,148992,49.1,474,0.80604088306427,-0.832410542294383,1160,0.2,0.00025,0.21484375,0.050930895,0.007102811257936992,-0.02520035661291331,-0.04311266914010048,,
292,2.3635001182556152,314,149504,49.34,474,0.8910040259361267,-0.7938156984746456,1164,0.2,0.00025,0.1982421875,0.044023804,0.004160838900133967,-0.025934813951607794,-0.06305762380361557,,
,,,150000,,,0.7145223617553711,-0.8164661098271608,1168,0.2,0.00025,0.205078125,0.0417887,0.011464638693723828,-0.009749248594744131,-0.06491909176111221,47.6,2.3700000066310167
293,2.3622002601623535,316,150016,50.06,474,,,,,,,,,,,,
294,2.3620002269744873,317,150528,49.96,474,0.7911660075187683,-0.8226154539734125,1172,0.2,0.00025,0.234375,0.08323001,0.009608082807972096,-0.024272486800327897,-0.02717900089919567,,
295,2.361600399017334,318,151040,50.46,474,0.8178825974464417,-0.7906578611582518,1176,0.2,0.00025,0.2138671875,0.040041123,0.006264240299060475,-0.024623599892947823,-0.08306683599948883,,
296,2.3620002269744873,319,151552,50.14,474,0.8021698594093323,-0.8274926468729973,1180,0.2,0.00025,0.21875,0.050692983,0.007751356650260277,-0.01959605619776994,-0.059017494320869446,,
297,2.361600160598755,320,152064,50.56,474,0.8393228054046631,-0.776587275788188,1184,0.2,0.00025,0.1787109375,0.051314715,0.005474180419696495,-0.024059715680778027,-0.06088712066411972,,
298,2.362100124359131,321,152576,50.56,474,0.8641093969345093,-0.8059977162629366,1188,0.2,0.00025,0.2041015625,0.050074227,0.0045687194433412515,-0.019038725033169612,-0.038243766874074936,,
299,2.361600399017334,322,153088,50.76,474,0.6866798996925354,-0.8303486723452806,1192,0.2,0.00025,0.19775390625,0.034619756,0.009279446792788804,-0.020095009938813746,0.004882917273789644,,
300,2.362100124359131,323,153600,50.48,474,0.8584548830986023,-0.8008718378841877,1196,0.2,0.00025,0.21142578125,0.047834337,0.005107763288833667,-0.027914036065340042,-0.062349557876586914,,
301,2.3612003326416016,324,154112,51.22,474,0.8404877185821533,-0.7784684840589762,1200,0.2,0.00025,0.1923828125,0.047604457,0.006145581312011927,-0.021614968951325864,-0.034367550164461136,,
302,2.3625001907348633,325,154624,50.32,475,0.8352575302124023,-0.7857209946960211,1204,0.2,0.00025,0.18115234375,0.046771146,0.005980729743896518,-0.025393287767656147,-0.0632886290550232,,
,,,155000,,,0.894102931022644,-0.7737828567624092,1208,0.2,0.00025,0.24072265625,0.043068368,0.0043225278132013045,-0.031228739011567086,-0.039993975311517715,49.6,2.3620000068098306
303,2.3622002601623535,326,155136,50.04,474,,,,,,,,,,,,
304,2.3614003658294678,327,155648,50.12,474,0.7637910842895508,-0.7468256559222937,1212,0.2,0.00025,0.205078125,0.056788146,0.006905573602125514,-0.014657444495242089,-0.06608259677886963,,
305,2.3619000911712646,328,156160,49.72,474,0.8319444060325623,-0.7361844778060913,1216,0.2,0.00025,0.224609375,0.075636074,0.006545209049363621,-0.019331426272401586,-0.08162938058376312,,
306,2.3624000549316406,329,156672,49.3,474,0.8847613334655762,-0.768344534561038,1220,0.2,0.00025,0.20166015625,0.030766938,0.004361069433798548,-0.02313717972720042,-0.04176253080368042,,
307,2.3630001544952393,330,157184,48.5,475,0.8719329237937927,-0.7090666070580482,1224,0.2,0.00025,0.1826171875,0.028869089,0.004418840340804309,-0.01367538925842382,-0.06746894866228104,,
308,2.3637001514434814,331,157696,47.74,475,0.8314509987831116,-0.774497190490365,1228,0.2,0.00025,0.1845703125,0.03379467,0.005191044030652847,-0.026846625725738704,-0.04371298477053642,,
309,2.3634002208709717,332,158208,47.94,475,0.8693380355834961,-0.759924566373229,1232,0.2,0.00025,0.220703125,0.04288589,0.003925116696336772,-0.02536594175035134,-0.08651821315288544,,
310,2.3632001876831055,333,158720,48.28,475,0.6486809253692627,-0.8288709484040737,1236,0.2,0.00025,0.2021484375,0.035583667,0.013283031614264473,-0.024754009587923065,-0.06291499733924866,,
311,2.3630003929138184,335,159232,48.26,475,0.8196860551834106,-0.8176495395600796,1240,0.2,0.00025,0.19921875,0.06513454,0.006232852625544183,-0.03160329523961991,-0.048169322311878204,,
312,2.3608999252319336,336,159744,49.08,475,0.8362780809402466,-0.7994727045297623,1244,0.2,0.00025,0.22216796875,0.046696518,0.006387707791873254,-0.02820333297131583,-0.04847629740834236,,
,,,160000,,,0.8033197522163391,-0.8598385620862246,1248,0.2,0.00025,0.2587890625,0.05412715,0.013339907382032834,-0.021496989182196558,-0.04961114749312401,46.8,2.3680000066757203
313,2.3461999893188477,337,160256,49.82,474,,,,,,,,,,,,
314,2.345900058746338,338,160768,50.06,475,0.5933490991592407,-0.8322840724140406,1252,0.2,0.00025,0.1689453125,0.034237806,0.02891223474580329,-0.021076187724247575,-0.06272310018539429,,
315,2.344900131225586,339,161280,50.9,475,0.8233898878097534,-0.7891151495277882,1256,0.2,0.00025,0.18310546875,0.035480633,0.0057251339458161965,-0.017173923610243946,-0.07145712524652481,,
316,2.3443000316619873,340,161792,50.94,475,0.5838987827301025,-0.8428326565772295,1260,0.2,0.00025,0.20166015625,0.04783056,0.010809894549311139,-0.02508026425493881,-0.08371776342391968,,
317,2.3442001342773438,341,162304,51.4,475,0.7868192791938782,-0.7835806421935558,1264,0.2,0.00025,0.1982421875,0.03637916,0.006355655728839338,-0.02860944563872181,-0.07200229912996292,,
318,2.344600200653076,342,162816,51.98,475,0.828286349773407,-0.763658856973052,1268,0.2,0.00025,0.2041015625,0.04895013,0.005865307291969657,-0.01851639387314208,-0.05784870684146881,,
319,2.3450000286102295,343,163328,51.32,475,0.7959492802619934,-0.7892329357564449,1272,0.2,0.00025,0.2109375,0.04907876,0.00832813918532338,-0.022886088176164776,-0.08887340128421783,,
320,2.3453001976013184,344,163840,51.22,475,0.805882453918457,-0.758068261668086,1276,0.2,0.00025,0.21630859375,0.05711499,0.006972222632612102,-0.026228668488329276,-0.058613959699869156,,
321,2.344900369644165,345,164352,51.56,475,0.8507992029190063,-0.7596209160983562,1280,0.2,0.00025,0.173828125,0.032375433,0.0051191231032134965,-0.02006085531320423,-0.04967666417360306,,
322,2.362800121307373,346,164864,49.34,475,0.8359061479568481,-0.7567925006151199,1284,0.2,0.00025,0.23828125,0.0464036,0.00600418500835076,-0.029711860639508814,-0.06252026557922363,,
,,,165000,,,0.8241464495658875,-0.6883323732763529,1288,0.2,0.00025,0.17578125,0.03328699,0.005850445893884171,-0.02549419755814597,-0.04523693770170212,42.8,2.364000006765127
323,2.3472001552581787,347,165376,50.36,475,,,,,,,,,,,,
324,2.3470001220703125,349,165888,50.28,475,0.5961975455284119,-0.8079568222165108,1292,0.2,0.00025,0.27880859375,0.06785929,0.045809622562956065,-0.014978194260038435,-0.046185970306396484,,
325,2.347900390625,350,166400,49.58,475,0.7580203413963318,-0.6877146195620298,1296,0.2,0.00025,0.220703125,0.04613045,0.00958739803172648,-0.022976076928898692,-0.08343938738107681,,
326,2.3473000526428223,351,166912,50.18,475,0.800089955329895,-0.7036124709993601,1300,0.2,0.00025,0.20068359375,0.05442864,0.006357895996188745,-0.026686641678679734,-0.06110846996307373,,
327,2.3482000827789307,352,167424,48.96,475,0.8323198556900024,-0.6652904134243727,1304,0.2,0.00025,0.19189453125,0.05215662,0.010890063480474055,-0.02660690841730684,-0.03858717158436775,,
328,2.346900224685669,353,167936,48.94,475,0.8550586700439453,-0.6483638901263475,1308,0.2,0.00025,0.17626953125,0.04179261,0.006468178711656947,-0.01872449164511636,-0.05112127587199211,,
329,2.347400426864624,354,168448,49.0,475,0.859706461429596,-0.6354758217930794,1312,0.2,0.00025,0.203125,0.042438,0.005080704409920145,-0.017975782160647213,-0.036851298063993454,,
330,2.347400188446045,355,168960,48.96,475,0.7207661867141724,-0.6913584023714066,1316,0.2,0.00025,0.263671875,0.083714224,0.007716884356341325,-0.031187263259198517,-0.03874623402953148,,
331,2.3478002548217773,356,169472,49.14,475,0.8502470850944519,-0.7146905940026045,1320,0.2,0.00025,0.20068359375,0.04400127,0.005220856823143549,-0.01801676957984455,-0.07046149671077728,,
332,2.363800048828125,357,169984,48.58,475,0.8576578497886658,-0.7462270054966211,1324,0.2,0.00025,0.19873046875,0.050606787,0.004883595589490142,-0.01972721383208409,-0.07068976759910583,,
,,,170000,,,0.7990367412567139,-0.7605947479605675,1328,0.2,0.00025,0.2216796875,0.046719413,0.0068571746232919395,-0.024295745242852718,-0.06331688165664673,45.6,2.3680000066757203
333,2.3640003204345703,358,170496,48.46,475,,,,,,,,,,,,
334,2.3655998706817627,359,171008,48.08,475,0.8552218675613403,-0.7458570450544357,1332,0.2,0.00025,0.19677734375,0.05394991,0.005662052331899758,-0.012344351940555498,-0.07396039366722107,,
335,2.366000175476074,360,171520,47.86,475,0.8697131872177124,-0.75664247199893,1336,0.2,0.00025,0.1806640625,0.03968239,0.004204875433060806,-0.01677097100764513,-0.08105821907520294,,
336,2.3647000789642334,361,172032,49.18,475,0.8620337247848511,-0.8248353935778141,1340,0.2,0.00025,0.20556640625,0.05132149,0.004377571152872406,-0.022764278459362686,-0.04960016906261444,,
337,2.362800121307373,362,172544,50.22,475,0.48093992471694946,-0.8024532608687878,1344,0.2,0.00025,0.24609375,0.084197745,0.01575179141946137,-0.029803988058120012,-0.07525704801082611,,
338,2.363800048828125,363,173056,50.46,475,0.7127206325531006,-0.7966771069914103,1348,0.2,0.00025,0.24609375,0.055071242,0.009279096877435222,-0.03153701062547043,-0.054163143038749695,,
339,2.3630003929138184,364,173568,50.88,475,0.7956752181053162,-0.78822236135602,1352,0.2,0.00025,0.19873046875,0.04258119,0.0071180693339556456,-0.02604988677194342,-0.07167721539735794,,
340,2.3637001514434814,365,174080,51.12,475,0.8451980948448181,-0.7993524596095085,1356,0.2,0.00025,0.20947265625,0.05313386,0.0064033810631372035,-0.028747937525622547,-0.062338937073946,,
341,2.362499952316284,366,174592,52.16,475,0.8066439628601074,-0.8062664438039064,1360,0.2,0.00025,0.25927734375,0.05368444,0.006269537567277439,-0.026021537138149142,-0.08004959672689438,,
,,,175000,,,0.7247563600540161,-0.8072790093719959,1364,0.2,0.00025,0.24560546875,0.06295547,0.009942623786628246,-0.029359690670389682,-0.08171123266220093,50.8,2.3700000066310167
342,2.362300157546997,368,175104,51.36,475,,,,,,,,,,,,
343,2.3624000549316406,369,175616,51.82,475,0.8497254848480225,-0.7716687992215157,1368,0.2,0.00025,0.2060546875,0.040674403,0.005652171203109901,-0.015483296767342836,-0.06703094393014908,,
344,2.361300230026245,370,176128,52.42,475,0.7394970655441284,-0.8171308469027281,1372,0.2,0.00025,0.19873046875,0.049480937,0.007874342947616242,-0.0228000960778445,-0.0792652890086174,,
345,2.3610002994537354,371,176640,52.5,475,0.8765454888343811,-0.7716801762580872,1376,0.2,0.00025,0.18896484375,0.051029652,0.004391724105516914,-0.016139743180247024,-0.0520474798977375,,
346,2.3630001544952393,372,177152,51.14,475,0.8732467889785767,-0.7842400297522545,1380,0.2,0.00025,0.2021484375,0.03974556,0.004438715681317262,-0.02169630554271862,-0.06556663662195206,,
347,2.3644001483917236,373,177664,50.36,475,0.8467729687690735,-0.7777997385710478,1384,0.2,0.00025,0.19580078125,0.044322375,0.00519914373580832,-0.02241422826773487,-0.056864701211452484,,
348,2.36460018157959,374,178176,49.8,475,0.8372807502746582,-0.7890390288084745,1388,0.2,0.00025,0.19189453125,0.033588655,0.005545122483454179,-0.02408599536283873,-0.0718681812286377,,
349,2.363100051879883,375,178688,50.54,475,0.8243615627288818,-0.8030180297791958,1392,0.2,0.00025,0.21728515625,0.05954834,0.008824951568385586,-0.02906763175269589,-0.0733877494931221,,
350,2.3624002933502197,376,179200,50.08,475,0.8783406019210815,-0.811727637425065,1396,0.2,0.00025,0.18359375,0.04292962,0.0059846999938599765,-0.022900108335306868,-0.06559519469738007,,
351,2.3630001544952393,377,179712,49.94,476,0.7402304410934448,-0.7871576715260744,1400,0.2,0.00025,0.23681640625,0.047800392,0.007278997451066971,-0.016692565521225333,-0.043504007160663605,,
,,,180000,,,0.7802832126617432,-0.812329588457942,1404,0.2,0.00025,0.2158203125,0.043594785,0.007413943792926148,-0.012652026547584683,-0.06600530445575714,49.2,2.3680000066757203
352,2.3627002239227295,378,180224,50.46,475,,,,,,,,,,,,
353,2.3632001876831055,379,180736,49.8,475,0.8641892671585083,-0.7648843452334404,1408,0.2,0.00025,0.1875,0.027837817,0.005260334648482967,-0.02111170528223738,-0.02820304036140442,,
354,2.362600088119507,380,181248,50.08,475,0.8625198006629944,-0.7770715560764074,1412,0.2,0.00025,0.1708984375,0.022331383,0.005204526227316819,-0.013796908722724766,-0.07411302626132965,,
355,2.3627002239227295,381,181760,49.88,475,0.7866252660751343,-0.8464444912970066,1416,0.2,0.00025,0.19775390625,0.04437778,0.007895925344200805,-0.031301637180149555,-0.06733880937099457,,
356,2.3612003326416016,382,182272,50.72,476,0.900507926940918,-0.8874933533370495,1420,0.2,0.00025,0.1708984375,0.028421884,0.003252347607485717,-0.021937734098173678,-0.08167638629674911,,
357,2.360600233078003,383,182784,51.0,476,0.8298948407173157,-0.8683472964912653,1424,0.2,0.00025,0.1767578125,0.03315032,0.007616519520524889,-0.02570062255836092,-0.08888883888721466,,
358,2.343400001525879,384,183296,52.44,476,0.8161159753799438,-0.8537779506295919,1428,0.2,0.00025,0.20654296875,0.051574666,0.007416756765451282,-0.023558765649795532,-0.06672963500022888,,
359,2.3445000648498535,386,183808,52.02,476,0.6423000693321228,-0.9021936543285847,1432,0.2,0.00025,0.2177734375,0.065048456,0.024888232961529866,-0.038880692853126675,-0.06236147880554199,,
360,2.342700242996216,387,184320,52.76,476,0.7696938514709473,-0.8810928426682949,1436,0.2,0.00025,0.203125,0.0429131,0.010597005049930885,-0.02581885503605008,-0.08363202959299088,,
361,2.34220027923584,388,184832,53.3,476,0.6773849725723267,-0.8379036709666252,1440,0.2,0.00025,0.20361328125,0.032503255,0.009300579971750267,-0.02327878278447315,-0.043775077909231186,,
,,,185000,,,0.7340914607048035,-0.8336350601166487,1444,0.2,0.00025,0.20166015625,0.052585308,0.012201903737150133,-0.023440423130523413,-0.07812994718551636,46.4,2.372000006586313
362,2.3423001766204834,389,185344,53.16,476,,,,,,,,,,,,
363,2.342600107192993,390,185856,52.88,476,0.8589101433753967,-0.8019542992115021,1448,0.2,0.00025,0.18994140625,0.03249975,0.007231921226775739,-0.023264423303771764,-0.0762675330042839,,
364,2.343200206756592,391,186368,52.34,476,0.8983068466186523,-0.8322014063596725,1452,0.2,0.00025,0.2060546875,0.032492116,0.0034998357732547447,-0.026142609247472137,-0.048098690807819366,,
365,2.343100070953369,392,186880,52.24,476,0.8659285306930542,-0.8361405991017818,1456,0.2,0.00025,0.1865234375,0.029323615,0.004621462590876035,-0.034223660768475384,-0.0584699884057045,,
366,2.344599962234497,393,187392,52.0,476,0.8772335648536682,-0.8084179945290089,1460,0.2,0.00025,0.19287109375,0.048609205,0.0041111893151537515,-0.021125138824572787,-0.09039150178432465,,
367,2.346400260925293,394,187904,50.44,476,0.8033836483955383,-0.8511201236397028,1464,0.2,0.00025,0.189453125,0.028990375,0.006903908288222738,-0.017903998552355915,-0.07102573662996292,,
368,2.3632001876831055,395,188416,49.46,476,0.8693228960037231,-0.8304015975445509,1468,0.2,0.00025,0.203125,0.028481586,0.004758925781061407,-0.02886763121932745,-0.05714409425854683,,
369,2.364300012588501,396,188928,48.96,476,0.8152364492416382,-0.8358919471502304,1472,0.2,0.00025,0.21923828125,0.049376767,0.00634519260347588,-0.029823418299201876,-0.045571982860565186,,
370,2.3461999893188477,397,189440,49.84,476,0.8294509649276733,-0.8292603492736816,1476,0.2,0.00025,0.19677734375,0.032246053,0.005468686191306915,-0.024301070399815217,-0.06473008543252945,,
371,2.3457000255584717,398,189952,49.56,476,0.6240748763084412,-0.9668074902147055,1480,0.2,0.00025,0.28125,0.04403679,0.04285648206132464,-0.02611122909002006,-0.04875771701335907,,
,,,190000,,,0.7426861524581909,-0.8247534390538931,1484,0.2,0.00025,0.20166015625,0.06077527,0.010832916537765414,-0.034358900564257056,-0.08827084302902222,44.8,2.372000006586313
372,2.3460001945495605,399,190464,49.5,476,,,,,,,,,,,,
373,2.346400260925293,400,190976,49.4,476,0.8157739639282227,-0.7881598547101021,1488,0.2,0.00025,0.17431640625,0.03893121,0.006098394478613045,-0.031213238835334778,-0.0969836413860321,,
374,2.3465001583099365,402,191488,49.18,476,0.8604888916015625,-0.7704701200127602,1492,0.2,0.00025,0.13525390625,0.022471368,0.004660643680836074,-0.01899238140322268,-0.05475763604044914,,
375,2.330900192260742,403,192000,49.86,476,0.8759703636169434,-0.7611888162791729,1496,0.2,0.00025,0.16064453125,0.023984846,0.004013018173282035,-0.022941626084502786,-0.05440452694892883,,
376,2.331200122833252,404,192512,49.52,476,0.7792888283729553,-0.8253495022654533,1500,0.2,0.00025,0.17333984375,0.03916969,0.028342280100332573,-0.03374002402415499,-0.07652516663074493,,
377,2.331200122833252,405,193024,49.8,476,0.8868196606636047,-0.7661730013787746,1504,0.2,0.00025,0.1630859375,0.042434502,0.004959945094014984,-0.03097664116648957,-0.07617247849702835,,
378,2.3159000873565674,406,193536,50.16,476,0.8154586553573608,-0.7611058074980974,1508,0.2,0.00025,0.17431640625,0.056550514,0.006610408163396642,-0.018722088600043207,-0.04697348549962044,,
379,2.3157999515533447,407,194048,49.84,476,0.860655665397644,-0.79139169678092,1512,0.2,0.00025,0.2041015625,0.037983492,0.01655506665701978,-0.03550864785211161,-0.06498819589614868,,
380,2.3363006114959717,408,194560,48.12,476,0.7793831825256348,-0.7296931352466345,1516,0.2,0.00025,0.17333984375,0.04584352,0.007070131694490556,-0.02003918372793123,-0.06964405626058578,,
,,,195000,,,0.8425872325897217,-0.7944464944303036,1520,0.2,0.00025,0.2236328125,0.06129189,0.010225474106846377,-0.02825631358427927,-0.07256491482257843,49.2,2.3620000068098306
381,2.319700002670288,409,195072,49.08,476,,,,,,,,,,,,
382,2.3202004432678223,410,195584,48.8,476,0.7555204629898071,-0.7754223272204399,1524,0.2,0.00025,0.189453125,0.027939241,0.01948443060973659,-0.023914540885016322,-0.06711528450250626,,
383,2.3199002742767334,411,196096,49.04,476,0.8350350856781006,-0.7154958099126816,1528,0.2,0.00025,0.18798828125,0.038938858,0.005432053192635067,-0.02451325231231749,-0.03888319432735443,,
384,2.335399866104126,412,196608,48.52,476,0.7926702499389648,-0.698606587946415,1532,0.2,0.00025,0.14990234375,0.03637364,0.006709399647661485,-0.025017570646014065,-0.037514153867959976,,
385,2.3330001831054688,413,197120,50.02,476,0.844136118888855,-0.7439620532095432,1536,0.2,0.00025,0.18408203125,0.031422827,0.005361431401979644,-0.022272051079198718,0.046205513179302216,,
