time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/explained_variance,train/entropy_loss,train/n_updates,train/clip_range,train/learning_rate,train/clip_fraction,train/approx_kl,train/value_loss,train/policy_gradient_loss,train/loss,eval/mean_ep_length,eval/mean_reward
31,1.7418001890182495,42,15872,38.54,377,0.8168055415153503,-0.7487808577716351,120,0.2,0.00025,0.08740234375,0.011941716,0.04460255835147109,-0.01847917042323388,-0.027509840205311775,,
32,1.8458002805709839,43,16384,38.46,378,0.5728127956390381,-0.7526413705199957,124,0.2,0.00025,0.080078125,0.01662939,0.13782947952859104,-0.008474603411741555,0.022987253963947296,,
33,1.9929003715515137,44,16896,38.18,378,0.4998462200164795,-0.7061858102679253,128,0.2,0.00025,0.09716796875,0.009781761,0.053069899789988995,-0.007297325326362625,0.0021149665117263794,,
34,2.06980037689209,45,17408,38.32,379,0.7138116359710693,-0.6888915542513132,132,0.2,0.00025,0.068359375,0.008665042,0.0068261297965364065,-0.004748754436150193,-0.012789412401616573,,
35,2.043400287628174,47,17920,38.24,379,0.803765058517456,-0.7495888452976942,136,0.2,0.00025,0.08447265625,0.0129789,0.04379215526569169,-0.013516522652935237,-0.028864486142992973,,
36,1.985600233078003,48,18432,38.38,379,0.8268006443977356,-0.8159631807357073,140,0.2,0.00025,0.11328125,0.021260899,0.06588004290824756,-0.02180538122775033,-0.03191373869776726,,
37,2.0124003887176514,49,18944,38.26,380,0.6419677734375,-0.8046151790767908,144,0.2,0.00025,0.08349609375,0.02186407,0.1376354971434921,-0.008065488073043525,0.02410537376999855,,
38,1.9577003717422485,51,19456,38.86,380,0.47050195932388306,-0.8016885127872229,148,0.2,0.00025,0.11474609375,0.018808274,0.0773353231488727,-0.008363876608200371,0.029402151703834534,,
39,1.9334003925323486,52,19968,39.02,380,0.7304632067680359,-0.9939762782305479,152,0.2,0.00025,0.142578125,0.031759176,0.15215024398639798,-0.017266335955355316,0.006621614098548889,,
,,,20000,,,0.6752040386199951,-0.934549393132329,156,0.2,0.00025,0.14794921875,0.022279467,0.12992802634835243,-0.016304703458445147,-0.00353386253118515,38.0,2.360000006854534
40,1.8886001110076904,54,20480,39.14,378,,,,,,,,,,,,
41,1.8478002548217773,55,20992,39.12,378,0.7442718148231506,-0.9365719743072987,160,0.2,0.00025,0.13525390625,0.026588127,0.07164662441937253,-0.015933264046907425,-0.007080156356096268,,
42,1.8757003545761108,56,21504,39.06,378,0.4620020389556885,-0.8680337686091661,164,0.2,0.00025,0.11572265625,0.011241689,0.07846707670250908,-0.01285235007526353,0.04051445424556732,,
43,1.9680002927780151,58,22016,38.9,379,0.38817840814590454,-0.8689565770328045,168,0.2,0.00025,0.11767578125,0.016534891,0.04322546551702544,-0.007791675481712446,-0.017134379595518112,,
44,2.0029003620147705,59,22528,39.0,379,0.9543624520301819,-0.8670797646045685,172,0.2,0.00025,0.1015625,0.012396328,0.0023582658086525043,-0.008901402121409774,-0.005856497213244438,,
45,2.0821003913879395,60,23040,38.98,379,0.7073620557785034,-0.9077868666499853,176,0.2,0.00025,0.103515625,0.025402837,0.040840490837581456,-0.017489548539742827,-0.03460000455379486,,
46,2.0936005115509033,62,23552,38.4,379,0.8478614687919617,-0.8944975268095732,180,0.2,0.00025,0.07763671875,0.013589162,0.026009244080341887,-0.020389244193211198,-0.053302258253097534,,
47,2.140500545501709,63,24064,38.2,380,0.27197206020355225,-0.8660671822726727,184,0.2,0.00025,0.12158203125,0.015442677,0.15361646097153425,-0.006416865857318044,0.03142508864402771,,
48,2.0057003498077393,64,24576,38.52,380,0.3590046167373657,-0.8612827733159065,188,0.2,0.00025,0.076171875,0.015859919,0.12931920471601188,-0.014609866630053148,0.00386926531791687,,
,,,25000,,,0.5081861019134521,-1.078467484563589,192,0.2,0.00025,0.16015625,0.024581866,0.17884561489336193,-0.020399591245222837,0.007217667996883392,38.0,2.360000006854534
49,1.8600002527236938,66,25088,38.74,378,,,,,,,,,,,,
50,1.7450001239776611,67,25600,39.54,378,0.5854654908180237,-1.0900629349052906,196,0.2,0.00025,0.13427734375,0.02017903,0.14401545375585556,-0.017839052597992122,0.018926680088043213,,
51,1.5927002429962158,68,26112,40.02,378,0.8245192766189575,-1.196722548455,200,0.2,0.00025,0.14453125,0.026899222,0.07117707561701536,-0.022489438415504992,-0.030597016215324402,,
52,1.5926001071929932,70,26624,40.06,379,0.7676430344581604,-1.0825434681028128,204,0.2,0.00025,0.13134765625,0.015922358,0.09199496090877801,-0.01475890347501263,0.0031922422349452972,,
53,1.5724002122879028,71,27136,39.92,379,0.8752086758613586,-0.9120366126298904,208,0.2,0.00025,0.06298828125,0.019126836,0.05092378550034482,-0.016855529305757955,-0.042095281183719635,,
54,1.589500069618225,72,27648,40.08,379,0.4675806164741516,-0.8674571514129639,212,0.2,0.00025,0.10205078125,0.014104392,0.12980844208505005,-0.008810765109956264,-0.004306398332118988,,
55,1.6652002334594727,74,28160,39.64,379,0.753441572189331,-0.901205001398921,216,0.2,0.00025,0.09326171875,0.012590626,0.08442202385049313,-0.011175124498549849,0.04263502359390259,,
56,1.7597002983093262,75,28672,40.4,379,0.7721560597419739,-0.8590393681079149,220,0.2,0.00025,0.03271484375,0.0059644263,0.008000420402822783,-0.004117480828426778,-0.03708183392882347,,
57,1.8670004606246948,76,29184,40.36,379,0.7201585173606873,-0.9566551372408867,224,0.2,0.00025,0.06591796875,0.018220633,0.09562453674152493,-0.01546838361537084,0.009794581681489944,,
58,2.004500389099121,78,29696,39.34,380,0.7094674110412598,-0.9271495658904314,228,0.2,0.00025,0.10546875,0.019709691,0.1013293070718646,-0.013887875829823315,0.013154413551092148,,
,,,30000,,,0.9179883599281311,-0.9094251692295074,232,0.2,0.00025,0.1201171875,0.020286173,0.016459748323541135,-0.015941408462822437,-0.03344351798295975,38.0,2.360000006854534
59,2.104400396347046,79,30208,39.1,379,,,,,,,,,,,,
60,2.1073005199432373,81,30720,39.0,379,0.8889991044998169,-0.8639833573251963,236,0.2,0.00025,0.0654296875,0.0066326004,0.00394465218505502,-0.005953739542746916,-0.02349291555583477,,
61,2.1713004112243652,82,31232,38.86,379,0.8228305578231812,-0.8953823540359735,240,0.2,0.00025,0.11328125,0.013785243,0.0670269534457475,-0.017068044282495975,-0.028386835008859634,,
62,2.1513004302978516,83,31744,38.9,379,0.8119741082191467,-0.8445960432291031,244,0.2,0.00025,0.03466796875,0.004663716,0.004628979735571193,-0.005861357843969017,-0.025455664843320847,,
63,2.159700393676758,85,32256,38.54,379,0.4769963026046753,-0.8340638969093561,248,0.2,0.00025,0.09423828125,0.012349211,0.04965612088562921,-0.00922293250914663,-0.008954223245382309,,
64,2.2116005420684814,86,32768,38.12,379,0.7146170139312744,-0.8571587596088648,252,0.2,0.00025,0.1025390625,0.016245339,0.04668985796160996,-0.012113531294744462,-0.014761202037334442,,
65,2.195300340652466,87,33280,38.12,379,0.9427947402000427,-0.8354113046079874,256,0.2,0.00025,0.0703125,0.010687198,0.0016000774567146436,-0.002942862658528611,-0.02293563075363636,,
66,2.218200445175171,89,33792,38.06,379,0.48471522331237793,-0.8305052891373634,260,0.2,0.00025,0.05908203125,0.009582758,0.07571105967508629,-0.008874189865309745,0.013429775834083557,,
67,2.218200445175171,90,34304,38.06,379,0.8512731790542603,-0.81932701356709,264,0.2,0.00025,0.06201171875,0.0057518748,0.0019956576215918176,-0.007905902399215847,-0.05229026451706886,,
68,2.278200387954712,91,34816,38.04,379,0.9696617126464844,-0.8181331623345613,268,0.2,0.00025,0.1025390625,0.01080714,0.0011232252436457202,-0.0070204915828071535,-0.05906745418906212,,
,,,35000,,,0.9827172160148621,-0.7999863792210817,272,0.2,0.00025,0.05517578125,0.0046698023,0.00066315488447799,-0.009050406573805958,-0.06454943865537643,38.0,2.360000006854534
69,2.2982003688812256,93,35328,38.0,378,,,,,,,,,,,,
70,2.2982003688812256,94,35840,38.0,378,0.987967848777771,-0.7804019302129745,276,0.2,0.00025,0.0498046875,0.0067126052,0.0006219306515049539,-0.004353751020971686,-0.03725295886397362,,
71,2.0609004497528076,95,36352,37.96,378,0.9910122156143188,-0.8313992153853178,280,0.2,0.00025,0.0732421875,0.041226305,0.0015617205608577933,-0.023936013370985165,-0.07373237609863281,,
72,1.7750003337860107,97,36864,37.92,379,0.2926245927810669,-1.091771449893713,284,0.2,0.00025,0.09423828125,0.010165654,0.29768312629312277,-0.006754750094842166,0.022412173449993134,,
73,1.534000277519226,98,37376,37.98,379,0.06237339973449707,-1.1492770463228226,288,0.2,0.00025,0.078125,0.009652063,0.09366517508169636,-0.012552970845717937,-0.00886986032128334,,
74,1.2637001276016235,99,37888,38.56,379,-0.44306182861328125,-1.1724459081888199,292,0.2,0.00025,0.1640625,0.020448808,0.02825056907022372,-0.02288484529708512,-0.08533665537834167,,
75,1.0311000347137451,101,38400,38.8,379,-0.6753360033035278,-1.2811280712485313,296,0.2,0.00025,0.1806640625,0.02368427,0.008711650953046046,-0.027361569635104388,-0.09228051453828812,,
76,0.8738000392913818,102,38912,39.88,379,0.21004563570022583,-1.0946380496025085,300,0.2,0.00025,0.1865234375,0.02060961,0.08037095493637025,-0.019930072128772736,-0.058382607996463776,,
77,0.7261000871658325,103,39424,39.88,379,0.46309369802474976,-1.0962402857840061,304,0.2,0.00025,0.15771484375,0.021737767,0.10009525041095912,-0.02376034314511344,0.00491931289434433,,
78,0.7243000864982605,105,39936,39.92,380,0.660228431224823,-0.9458508640527725,308,0.2,0.00025,0.12255859375,0.024850503,0.13979657925665379,-0.014259688381571323,-0.01179860532283783,,
,,,40000,,,0.7054422497749329,-0.8205077853053808,312,0.2,0.00025,0.09228515625,0.015934365,0.0867881522863172,-0.015434092027135193,0.013734512031078339,38.0,2.360000006854534
79,0.8988001346588135,106,40448,40.2,378,,,,,,,,,,,,
80,1.1172001361846924,108,40960,40.5,379,0.6906867027282715,-0.8227267544716597,316,0.2,0.00025,0.10791015625,0.015133278,0.12327753915451467,-0.01373791228979826,0.04949430748820305,,
81,1.420100212097168,109,41472,40.46,379,0.7041739821434021,-0.8231164030730724,320,0.2,0.00025,0.09423828125,0.01310258,0.0763040300225839,-0.0061833582003600895,-0.02792017161846161,,
82,1.6473002433776855,110,41984,40.0,379,0.7880629301071167,-0.7931748162955046,324,0.2,0.00025,0.0908203125,0.020762803,0.0098260322920396,-0.012929364136653021,-0.05326109007000923,,
83,1.802700400352478,111,42496,40.0,379,0.356367290019989,-0.8129827678203583,328,0.2,0.00025,0.076171875,0.011606328,0.12894409452565014,-0.012024518917314708,0.04111357405781746,,
84,1.9869003295898438,113,43008,38.9,379,0.23028463125228882,-0.8157674912363291,332,0.2,0.00025,0.091796875,0.020316599,0.11098840436898172,-0.019838814914692193,-0.0059277452528476715,,
85,1.9289002418518066,114,43520,40.22,379,0.28344881534576416,-0.8605766948312521,336,0.2,0.00025,0.07666015625,0.017266616,0.03854256428894587,-0.007829334470443428,0.003372691571712494,,
86,1.8417004346847534,115,44032,40.6,379,0.7088095545768738,-1.148848906159401,340,0.2,0.00025,0.2177734375,0.032254383,0.15441344969440252,-0.010253398271743208,-0.02586047537624836,,
87,1.9309002161026,117,44544,40.42,379,0.77054363489151,-1.0176312029361725,344,0.2,0.00025,0.1025390625,0.026908726,0.11164864269085228,-0.015533497149590403,0.0058140866458415985,,
,,,45000,,,0.03156346082687378,-0.9043863192200661,348,0.2,0.00025,0.123046875,0.053052343,0.06312566614360549,-0.0003119130851700902,-0.04894770309329033,38.0,2.360000006854534
88,1.7014001607894897,118,45056,40.34,378,,,,,,,,,,,,
89,1.3865998983383179,120,45568,40.46,379,0.02779066562652588,-1.2805838398635387,352,0.2,0.00025,0.103515625,0.012617213,0.23759343626443297,-0.012130278628319502,-0.03712007775902748,,
90,1.196700096130371,121,46080,40.54,379,0.4546962380409241,-1.2806478887796402,356,0.2,0.00025,0.13037109375,0.015992023,0.04193871625466272,-0.01911403302801773,-0.046815916895866394,,
91,0.9549999833106995,122,46592,40.36,379,0.08888351917266846,-1.2255659587681293,360,0.2,0.00025,0.185546875,0.021240719,0.06785517995012924,-0.02365177043247968,-0.04397415369749069,,
92,0.681600034236908,124,47104,40.58,379,0.345833420753479,-1.2448321133852005,364,0.2,0.00025,0.14013671875,0.017451346,0.014876200235448778,-0.02590644417796284,-0.0855628103017807,,
93,0.5995999574661255,125,47616,38.96,379,0.24449968338012695,-1.250565655529499,368,0.2,0.00025,0.158203125,0.020240268,0.0057992683941847645,-0.01565701502840966,-0.01641959138214588,,
94,0.5041000247001648,126,48128,38.84,379,0.21723014116287231,-1.0916028674691916,372,0.2,0.00025,0.16943359375,0.04341128,0.010540308736381121,-0.015135611116420478,-0.05014465004205704,,
95,0.4968000054359436,128,48640,38.72,379,0.1350795030593872,-1.0138353649526834,376,0.2,0.00025,0.1474609375,0.031739693,0.18249799171462655,-0.011298798228381202,0.03682176396250725,,
96,0.6312000155448914,129,49152,38.52,379,0.30266040563583374,-0.9488254673779011,380,0.2,0.00025,0.06884765625,0.016721454,0.2020772392861545,-0.012200368713820353,0.06750072538852692,,
97,0.7984000444412231,130,49664,38.66,379,0.3956349492073059,-0.9853360820561647,384,0.2,0.00025,0.111328125,0.015047817,0.18604051833972335,-0.003945715492591262,0.07529263198375702,,
,,,50000,,,0.4010505676269531,-0.9422228056937456,388,0.2,0.00025,0.0791015625,0.017039722,0.1794734881259501,-0.010172529029659927,0.05146293714642525,38.0,2.360000006854534
98,1.0554001331329346,132,50176,38.36,378,,,,,,,,,,,,
99,1.331200122833252,133,50688,38.06,379,0.24362802505493164,-0.8328113108873367,392,0.2,0.00025,0.05810546875,0.009384601,0.08714674267685041,-0.007837400073185563,-0.007206227630376816,,
100,1.4711002111434937,135,51200,38.54,379,0.6728748083114624,-0.8672663606703281,396,0.2,0.00025,0.05224609375,0.013112431,0.010901606772677042,-0.018615684268297628,-0.06944427639245987,,
101,1.5220000743865967,136,51712,38.7,379,0.4144684672355652,-0.9450078215450048,400,0.2,0.00025,0.05859375,0.00745199,0.167991311987862,-0.008916296006646007,0.05025755241513252,,
102,1.622400164604187,137,52224,39.68,379,0.46501868963241577,-0.8907356541603804,404,0.2,0.00025,0.07861328125,0.019103263,0.14442640845663846,-0.019659572833916172,0.013853207230567932,,
103,1.781500220298767,138,52736,39.68,379,0.7132564783096313,-0.9680438190698624,408,0.2,0.00025,0.14111328125,0.021433976,0.05483917295350693,-0.02425579633563757,-0.043734580278396606,,
104,1.8363003730773926,140,53248,39.68,379,0.7382281422615051,-0.8386043254286051,412,0.2,0.00025,0.107421875,0.018199515,0.0191735747284838,-0.02126446081092581,-0.061821069568395615,,
105,1.832800269126892,141,53760,39.8,379,0.2914063334465027,-0.8847625628113747,416,0.2,0.00025,0.10498046875,0.0149979,0.1393886529840529,-0.01080484950216487,0.04564650356769562,,
106,1.832700252532959,142,54272,39.84,379,0.39180541038513184,-0.8623861558735371,420,0.2,0.00025,0.12255859375,0.0174727,0.15124712465330958,-0.01890180297777988,0.07493820786476135,,
107,1.8526004552841187,144,54784,39.8,379,-0.12849962711334229,-0.8184147365391254,424,0.2,0.00025,0.0732421875,0.021981869,0.07574569614371285,-0.017795044201193377,-0.014951253309845924,,
,,,55000,,,0.3653438091278076,-0.8019042052328587,428,0.2,0.00025,0.0732421875,0.00720984,0.038903324893908575,-0.009355079149827361,-0.009072277694940567,38.0,2.360000006854534
108,1.9828002452850342,145,55296,39.44,379,,,,,,,,,,,,
109,2.0779004096984863,147,55808,39.28,379,0.44738268852233887,-0.7969294283539057,432,0.2,0.00025,0.08349609375,0.012991792,0.035715993246412836,-0.0056898200418800116,-0.03237704187631607,,
110,2.101600408554077,148,56320,38.32,379,0.4431455135345459,-0.8177715670317411,436,0.2,0.00025,0.0595703125,0.012420684,0.03320732312567998,-0.007543572457507253,-0.02117285132408142,,
111,2.1316003799438477,149,56832,38.24,379,0.9349290728569031,-0.8002141267061234,440,0.2,0.00025,0.0771484375,0.011629208,0.0015880156470302609,-0.010822208976605907,-0.025633834302425385,,
112,2.1896004676818848,151,57344,38.3,379,0.9710897207260132,-0.8119427226483822,444,0.2,0.00025,0.06396484375,0.009920109,0.001042718701683043,-0.01640615612268448,-0.05023139715194702,,
113,2.1864004135131836,152,57856,38.38,379,0.6606020927429199,-0.8894301913678646,448,0.2,0.00025,0.08056640625,0.014283543,0.10299115011002868,-0.0081031956942752,-0.007545255124568939,,
114,2.2014005184173584,153,58368,38.32,379,0.4225866198539734,-0.8243566211313009,452,0.2,0.00025,0.0615234375,0.016806064,0.1057182508520782,-0.013338905468117446,0.02198997139930725,,
115,2.195300340652466,154,58880,38.28,379,-0.4786919355392456,-0.7630210239440203,456,0.2,0.00025,0.0810546875,0.054065157,0.009802617772947997,-0.014921933936420828,-0.033639371395111084,,
116,2.1904003620147705,156,59392,38.24,379,0.8942358493804932,-0.760782428085804,460,0.2,0.00025,0.0791015625,0.019785898,0.010297816290403716,-0.022345863981172442,-0.040625546127557755,,
117,2.1904003620147705,157,59904,38.24,380,0.38228839635849,-0.7056562174111605,464,0.2,0.00025,0.09375,0.009089937,0.0516937104112003,-0.011204882524907589,-0.028851868584752083,,
,,,60000,,,0.9390628337860107,-0.8836865816265345,468,0.2,0.00025,0.2197265625,0.1324794,0.002206518802267965,-0.031645875016693026,-0.08942186832427979,36.0,-0.04999999888241291
118,1.914000391960144,159,60416,38.26,379,,,,,,,,,,,,
119,1.6517002582550049,160,60928,38.7,379,-1.3457577228546143,-1.1612889468669891,472,0.2,0.00025,0.1494140625,0.014105057,0.30334131355630234,-0.01646489347331226,-0.012025097385048866,,
120,1.4101999998092651,161,61440,38.84,379,-0.5682464838027954,-1.2261543199419975,476,0.2,0.00025,0.13525390625,0.0129633015,0.0334508232481312,0.0012532186810858548,-0.030148053541779518,,
121,1.178200125694275,163,61952,39.6,379,-0.21669411659240723,-1.2489635348320007,480,0.2,0.00025,0.18115234375,0.033649154,0.006508093552838545,-0.00593130083871074,-0.05026626959443092,,
122,0.9179000854492188,164,62464,39.94,379,-0.5353879928588867,-1.3162868693470955,484,0.2,0.00025,0.18359375,0.026564013,0.0037868419676669873,-0.01639479328878224,-0.06845454126596451,,
123,0.6828999519348145,165,62976,41.06,379,0.0011543035507202148,-1.2169363796710968,488,0.2,0.00025,0.1533203125,0.02394669,0.007320061398786493,-0.01816615552525036,-0.07476972043514252,,
124,0.44140002131462097,167,63488,41.38,379,0.14654159545898438,-1.3058156855404377,492,0.2,0.00025,0.17041015625,0.024960525,0.002529521116230171,-0.024126647738739848,-0.0794634148478508,,
125,0.18700000643730164,168,64000,42.12,379,-0.13742458820343018,-1.2060739174485207,496,0.2,0.00025,0.18603515625,0.038658984,0.008451756089925766,-0.02120209734130185,-0.0735684260725975,,
126,0.16060000658035278,169,64512,43.08,379,0.17245173454284668,-1.216196395456791,500,0.2,0.00025,0.19970703125,0.04014889,0.010122465755557641,-0.02867233578581363,-0.08299846202135086,,
,,,65000,,,0.20699137449264526,-1.1256162263453007,504,0.2,0.00025,0.17333984375,0.037564903,0.057547947799321264,-0.026488038332900032,-0.04129907488822937,38.0,2.360000006854534
127,0.2250000238418579,171,65024,43.56,379,,,,,,,,,,,,
128,0.3564000427722931,172,65536,43.66,379,0.42466259002685547,-1.060703931376338,508,0.2,0.00025,0.1298828125,0.022139683,0.09660663013346493,-0.021410395274870098,-0.02275114506483078,,
129,0.4871000349521637,174,66048,43.32,379,0.41869086027145386,-0.9206895809620619,512,0.2,0.00025,0.107421875,0.009868503,0.17187515320256352,-0.014237328025046736,0.042355477809906006,,
130,0.6795000433921814,175,66560,43.14,379,0.5790784358978271,-0.9492171909660101,516,0.2,0.00025,0.12255859375,0.023014087,0.14323503687046468,-0.020383228140417486,0.02617526799440384,,
131,0.913100004196167,176,67072,42.02,379,0.5974208116531372,-0.820009233430028,520,0.2,0.00025,0.08056640625,0.0115276845,0.15173367480747402,-0.01159089885186404,0.07979366928339005,,
132,1.012100100517273,178,67584,41.52,379,0.5037102103233337,-0.8097348790615797,524,0.2,0.00025,0.0947265625,0.01721581,0.16188184591010213,-0.012425978318788111,0.09408943355083466,,
133,1.1888000965118408,179,68096,40.74,379,0.21351271867752075,-0.7912715971469879,528,0.2,0.00025,0.11328125,0.030088644,0.23139178566634655,-0.017714146408252418,0.06629836559295654,,
134,1.323600172996521,180,68608,39.28,379,0.35577893257141113,-0.792385321110487,532,0.2,0.00025,0.14208984375,0.030834582,0.18835883238352835,-0.017166287289001048,0.035384200513362885,,
135,1.3677000999450684,182,69120,38.6,379,0.433444082736969,-0.8407756462693214,536,0.2,0.00025,0.12060546875,0.018136367,0.18817835487425327,-0.010797510476550087,0.022708527743816376,,
136,1.4724000692367554,183,69632,38.24,379,0.4765462875366211,-0.841840723529458,540,0.2,0.00025,0.1337890625,0.019294089,0.16506625595502555,-0.01862583647016436,0.03786298632621765,,
,,,70000,,,0.36416733264923096,-0.796369893476367,544,0.2,0.00025,0.08984375,0.019405589,0.1419428437948227,-0.009049841581145301,0.020708633586764336,38.0,2.360000006854534
137,1.493900179862976,184,70144,38.16,379,,,,,,,,,,,,
138,1.5955002307891846,186,70656,38.04,379,0.47922587394714355,-0.8486074861139059,548,0.2,0.00025,0.09912109375,0.019407764,0.16482954984530807,-0.015395481954328716,0.01923730969429016,,
139,1.7084001302719116,187,71168,38.04,379,0.4013504385948181,-0.8032078109681606,552,0.2,0.00025,0.1005859375,0.017025016,0.0627530595229473,-0.009108518017455935,-0.027882592752575874,,
