time/time_elapsed,time/fps,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,train/n_updates,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/entropy_loss,train/clip_range,train/approx_kl,train/loss,train/value_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
24,369,3.6733334064483643,18,9216,199.33333333333334,68,-0.01749479118734598,0.6477855443954468,0.08544921875,-1.505240723490715,0.2,0.009075126,-0.03334807977080345,0.1204808815382421,0.00025,,
26,367,3.737755298614502,19,9728,197.6326530612245,72,-0.0037820347060915083,0.7097011804580688,0.10205078125,-1.493484240025282,0.2,0.006532185,0.003759276121854782,0.18251742015127093,0.00025,,
27,367,3.754901885986328,20,10240,197.72549019607843,76,-0.0032666160259395838,0.26078248023986816,0.2333984375,-1.4877210892736912,0.2,0.0161447,-0.02201104909181595,0.10770232253707945,0.00025,,
29,366,3.7701852321624756,21,10752,194.8148148148148,80,-0.02382561971899122,0.6816704273223877,0.12060546875,-1.4989038780331612,0.2,0.014695441,-0.06459343433380127,0.024258484423626214,0.00025,,
30,366,3.791579246520996,22,11264,195.75438596491227,84,-0.02077929797815159,0.7481292486190796,0.12353515625,-1.4956790767610073,0.2,0.011091795,-0.048775747418403625,0.027053368161432445,0.00025,,
32,364,3.72672438621521,23,11776,199.93103448275863,88,-0.0225090880994685,0.8141122460365295,0.1142578125,-1.4830040708184242,0.2,0.015315749,-0.058487020432949066,0.028601972560863942,0.00025,,
33,363,3.655423879623413,24,12288,204.77966101694915,92,0.001148133334936574,0.4787089228630066,0.15283203125,-1.5098909512162209,0.2,0.0059219706,0.0781504213809967,0.18117688258644193,0.00025,,
35,363,3.6556453704833984,25,12800,205.6451612903226,96,-0.014441977895330638,0.6052428483963013,0.0830078125,-1.5094305872917175,0.2,0.00751823,0.012867838144302368,0.09755059482995421,0.00025,,
36,362,3.6050000190734863,26,13312,207.8125,100,-0.019610919582191855,0.8657290935516357,0.1083984375,-1.478592213243246,0.2,0.014075218,-0.01705683395266533,0.07870787719730288,0.00025,,
38,361,3.5586154460906982,27,13824,211.35384615384615,104,-0.020611003856174648,0.7734790444374084,0.115234375,-1.5070064142346382,0.2,0.0144659,-0.04520261660218239,0.11218268482480198,0.00025,,
39,361,3.5824999809265137,28,14336,210.14705882352942,108,-0.01827157603111118,0.8603546023368835,0.12109375,-1.4703895263373852,0.2,0.012530745,-0.044038109481334686,0.07728854118613526,0.00025,,
41,361,3.6178572177886963,29,14848,209.11428571428573,112,-0.02135266351979226,0.49444639682769775,0.15625,-1.4622133560478687,0.2,0.019345308,-0.038201067596673965,0.07139212102629244,0.00025,,
42,360,3.64013934135437,30,15360,213.05555555555554,116,-0.022809843241702765,0.5603153705596924,0.1552734375,-1.4731573276221752,0.2,0.019331964,-0.045391716063022614,0.04885188053594902,0.00025,,
44,360,3.667297840118408,31,15872,213.8108108108108,120,-0.014757434371858835,0.6189866065979004,0.169921875,-1.4511800147593021,0.2,0.016203327,-0.05488954111933708,0.038331519172061235,0.00025,,
45,359,3.692727565765381,32,16384,211.71428571428572,124,-0.02466541901230812,0.7578874826431274,0.20166015625,-1.4088335037231445,0.2,0.019538097,-0.04425448179244995,0.029553892964031547,0.00025,,
46,359,3.7021796703338623,33,16896,212.82051282051282,128,-0.02199324528919533,0.5039756298065186,0.14599609375,-1.4575219005346298,0.2,0.015478842,-0.047382425516843796,0.03473493317142129,0.00025,,
48,359,3.6766669750213623,34,17408,214.14814814814815,132,-0.005125711555592716,0.38904184103012085,0.1875,-1.426319744437933,0.2,0.011377661,-0.0540652722120285,0.03043218600214459,0.00025,,
