rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/approx_kl,train/learning_rate,train/explained_variance,train/loss,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/clip_range,train/n_updates,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
0.5310715436935425,178.0,10,302,5120,16,,,,,,,,,,,,
0.5616130232810974,180.0,11,306,5632,18,0.01294682,0.00025,0.16618484258651733,-0.09251464158296585,-0.03091166930971667,0.016567673548706807,0.111328125,0.2,40,-1.4848839081823826,,
0.6258825063705444,178.1764705882353,12,309,6144,19,0.01622634,0.00025,0.17499053478240967,-0.08476507663726807,-0.029454155243001878,0.013116398229612969,0.14599609375,0.2,44,-1.4640691243112087,,
0.6521623730659485,175.51351351351352,13,314,6656,21,0.016088108,0.00025,0.5302373170852661,-0.062283553183078766,-0.022950781392864883,0.01955082212225534,0.19873046875,0.2,48,-1.4135601483285427,,
0.845500111579895,179.2,14,319,7168,22,0.017337093,0.00025,0.5886843204498291,-0.08739199489355087,-0.029945148329716176,0.023008971300441772,0.1494140625,0.2,52,-1.316254124045372,,
0.8523256778717041,178.5581395348837,15,321,7680,23,0.016893521,0.00025,0.3087535500526428,-0.06437355279922485,-0.0259818957420066,0.05277026986004785,0.15576171875,0.2,56,-1.3072604276239872,,
0.8434091806411743,181.9090909090909,16,323,8192,25,0.020228855,0.00025,0.10610508918762207,-0.059526655822992325,-0.019872339675202966,0.02473920414922759,0.1845703125,0.2,60,-1.3740245811641216,,
0.8654167652130127,179.54166666666666,17,325,8704,26,0.017137123,0.00025,0.03555041551589966,-0.06534029543399811,-0.023135302384616807,0.01562992131221108,0.2294921875,0.2,64,-1.3235361203551292,,
0.8925491571426392,178.19607843137254,18,327,9216,28,0.022894531,0.00025,0.4702642560005188,-0.06511569023132324,-0.018534600007114932,0.026372095133410767,0.16796875,0.2,68,-1.3600318878889084,,
0.9303706288337708,179.96296296296296,19,329,9728,29,0.028446328,0.00025,0.5615242719650269,-0.049486201256513596,-0.0289406658266671,0.024151469697244465,0.2333984375,0.2,72,-1.2675469107925892,,
,,,,10000,,0.022867454,0.00025,0.7457726001739502,-0.0737902894616127,-0.01802113707526587,0.016870420935447328,0.2021484375,0.2,76,-1.2768653221428394,3.860000018030405,114.0
0.9564286470413208,179.39285714285714,20,320,10240,31,,,,,,,,,,,,
0.9869492650032043,181.15254237288136,21,322,10752,33,0.014834316,0.00025,0.7432664036750793,-0.09050016850233078,-0.022258303535636514,0.022351570398313925,0.14306640625,0.2,80,-1.2158451788127422,,
1.0274604558944702,177.42857142857142,22,323,11264,34,0.014688207,0.00025,0.862770676612854,-0.08071541041135788,-0.02948682411806658,0.013318111712578684,0.14599609375,0.2,84,-1.2246498204767704,,
1.0546270608901978,174.4179104477612,23,325,11776,36,0.02696354,0.00025,0.6223007440567017,-0.07618847489356995,-0.025266444019507617,0.024922209791839123,0.1494140625,0.2,88,-1.2104524783790112,,
1.0548572540283203,174.34285714285716,24,326,12288,37,0.019103087,0.00025,0.7791585922241211,-0.07547000795602798,-0.024328001018147916,0.024813867756165564,0.154296875,0.2,92,-1.2142086401581764,,
1.1025333404541016,169.49333333333334,25,328,12800,38,0.02438771,0.00025,0.7181885242462158,-0.07918316125869751,-0.01971344611956738,0.02100667924969457,0.20556640625,0.2,96,-1.1485250629484653,,
1.2057501077651978,165.475,26,329,13312,40,0.021778151,0.00025,0.23692703247070312,-0.045686282217502594,-0.024510051822289824,0.07316701399395242,0.13720703125,0.2,100,-1.0804187506437302,,
1.1967073678970337,166.65853658536585,27,330,13824,41,0.019448806,0.00025,0.019295811653137207,-0.03440883010625839,-0.015134224842768162,0.08443751942832023,0.17041015625,0.2,104,-1.0563443787395954,,
1.210941195487976,168.0235294117647,28,332,14336,43,0.028800063,0.00025,-0.01846456527709961,-0.025482039898633957,-0.010030000295955688,0.02834170387359336,0.2119140625,0.2,108,-1.1443570703268051,,
1.2398877143859863,165.97752808988764,29,333,14848,44,0.04291121,0.00025,0.7242524027824402,-0.08972228318452835,-0.02989035117207095,0.018511099595343694,0.26611328125,0.2,112,-1.0731175057590008,,
,,,,15000,,0.017216502,0.00025,0.7955273389816284,-0.05312829464673996,-0.01529272279003635,0.027058706560637802,0.16796875,0.2,116,-1.0774067789316177,3.8700000178068876,82.0
1.261521816253662,165.95652173913044,30,329,15360,46,,,,,,,,,,,,
1.2599999904632568,165.68421052631578,31,330,15872,47,0.02310367,0.00025,0.8569419384002686,0.005333779379725456,-0.0186815120105166,0.024519861355656758,0.21630859375,0.2,120,-1.2011992447078228,,
1.2983675003051758,165.40816326530611,32,332,16384,49,0.030873736,0.00025,0.8126347064971924,-0.05566496402025223,-0.015664841048419476,0.02826537232613191,0.24951171875,0.2,124,-1.073922537267208,,
1.340000033378601,166.22,33,332,16896,50,0.027893482,0.00025,0.7925359010696411,-0.060732267796993256,-0.01866101409541443,0.031075592705747113,0.1669921875,0.2,128,-1.088462296873331,,
1.3646000623703003,164.4,34,333,17408,52,0.019409273,0.00025,0.6248939037322998,-0.056170880794525146,-0.017505931726191193,0.04502450491418131,0.23095703125,0.2,132,-1.1991337276995182,,
1.4086003303527832,164.04,35,334,17920,53,0.038507503,0.00025,0.8236003518104553,-0.07794736325740814,-0.016912901075556874,0.01964080159086734,0.21337890625,0.2,136,-1.1668619625270367,,
1.485600233078003,162.5,36,335,18432,54,0.01878934,0.00025,0.6469453573226929,-0.04871584102511406,-0.017439747345633805,0.044587804295588285,0.17724609375,0.2,140,-1.2082119584083557,,
1.5611001253128052,163.64,37,336,18944,56,0.04522183,0.00025,0.7532037496566772,-0.011798880994319916,-0.012108491209801286,0.044055279227904975,0.20947265625,0.2,144,-1.067530371248722,,
1.6416001319885254,164.54,38,337,19456,57,0.022360254,0.00025,0.7711524367332458,-0.04834620654582977,-0.017629083653446287,0.03386440663598478,0.15771484375,0.2,148,-1.135206449776888,,
1.6794999837875366,163.04,39,338,19968,58,0.020264082,0.00025,0.5585648417472839,-0.04804046079516411,-0.021045886736828834,0.06745956733357161,0.20947265625,0.2,152,-1.157094769179821,,
,,,,20000,,0.017565213,0.00025,0.8983275890350342,-0.07953792810440063,-0.02484326995909214,0.01785730227129534,0.16455078125,0.2,156,-1.2052921541035175,1.5200000181794167,226.0
1.7203001976013184,161.78,40,327,20480,62,,,,,,,,,,,,
1.7660002708435059,161.54,41,328,20992,63,0.018507928,0.00025,0.7197609543800354,-0.040894266217947006,-0.021463737939484417,0.06168427143711597,0.14013671875,0.2,160,-1.2310364916920662,,
1.8553001880645752,158.9,42,329,21504,65,0.016686402,0.00025,0.8126897215843201,-0.06320971995592117,-0.01961983140790835,0.04408868448808789,0.14599609375,0.2,164,-1.3125345818698406,,
1.8608001470565796,158.9,43,330,22016,66,0.022799112,0.00025,0.5053461790084839,-0.052516646683216095,-0.016693991055944934,0.10458805947564542,0.2080078125,0.2,168,-1.1923330426216125,,
1.8849000930786133,160.9,44,331,22528,67,0.019798394,0.00025,0.7301772832870483,-0.04663451761007309,-0.024236740777269006,0.0348792799632065,0.13330078125,0.2,172,-1.2544922232627869,,
1.8679001331329346,160.42,45,331,23040,69,0.014328914,0.00025,0.7007418870925903,-0.032465122640132904,-0.015385247010271996,0.03518207080196589,0.12060546875,0.2,176,-1.341163583099842,,
1.8328001499176025,162.22,46,332,23552,70,0.01373131,0.00025,0.796217679977417,-0.03645367920398712,-0.022301814489765093,0.024425406416412443,0.11376953125,0.2,180,-1.3237604051828384,,
1.843400239944458,161.62,47,333,24064,72,0.02615148,0.00025,0.8477337956428528,-0.09173275530338287,-0.024428744276519865,0.018201220373157412,0.150390625,0.2,184,-1.3311126865446568,,
1.8832004070281982,159.68,48,334,24576,73,0.026751537,0.00025,0.8533487319946289,-0.05490203946828842,-0.027641025430057198,0.019005946931429207,0.25341796875,0.2,188,-1.3132832497358322,,
,,,,25000,,0.022659756,0.00025,0.8314184546470642,-0.08649075031280518,-0.023178805538918823,0.025201986951287836,0.22314453125,0.2,192,-1.192574329674244,1.980000026524067,224.0
1.9250003099441528,157.4,49,326,25088,76,,,,,,,,,,,,
1.9699002504348755,155.46,50,327,25600,78,0.030334674,0.00025,0.058521807193756104,-0.03749222308397293,-0.030302902741823345,0.09054700040724128,0.220703125,0.2,196,-1.1763057485222816,,
1.9810004234313965,155.62,51,328,26112,79,0.019587735,0.00025,0.12451362609863281,-0.03508049249649048,-0.022605818696320057,0.07310706633143127,0.146484375,0.2,200,-1.1800490505993366,,
1.978500247001648,156.22,52,328,26624,80,0.026845133,0.00025,0.4283308982849121,-0.058744851499795914,-0.01736263613565825,0.029032355116214603,0.16845703125,0.2,204,-1.2146412208676338,,
1.9812002182006836,156.72,53,329,27136,82,0.03140057,0.00025,0.7058719992637634,-0.0512697733938694,-0.019191784609574825,0.027999559737509117,0.18994140625,0.2,208,-1.293645691126585,,
1.9733002185821533,158.5,54,329,27648,83,0.03292641,0.00025,0.7247984409332275,-0.04412277042865753,-0.027256223547738045,0.017012193449772894,0.23046875,0.2,212,-1.2314579598605633,,
2.0592000484466553,157.9,55,330,28160,85,0.029045943,0.00025,0.8077452182769775,-0.07013863325119019,-0.02480776430456899,0.0199455370020587,0.21044921875,0.2,216,-1.264060866087675,,
2.075200080871582,158.74,56,331,28672,86,0.031890348,0.00025,0.5394307374954224,-0.039388258010149,-0.02360756928101182,0.09058934636414051,0.19580078125,0.2,220,-1.1719957366585732,,
2.05400013923645,162.04,57,331,29184,87,0.029217161,0.00025,0.5728030800819397,-0.041494064033031464,-0.02261971205007285,0.04378674254985526,0.1884765625,0.2,224,-1.2170912586152554,,
2.0332000255584717,165.04,58,332,29696,89,0.022146542,0.00025,0.8198340535163879,-0.059337109327316284,-0.01664874964626506,0.026290071837138385,0.169921875,0.2,228,-1.2949758507311344,,
,,,,30000,,0.049305625,0.00025,0.7482329607009888,-0.04196988418698311,-0.02402847437770106,0.023013872385490686,0.2373046875,0.2,232,-1.2171891815960407,1.3600000254809856,290.0
2.026400089263916,164.24,59,323,30208,93,,,,,,,,,,,,
2.077200174331665,163.86,60,324,30720,94,0.042412415,0.00025,0.9041496515274048,-0.06120682880282402,-0.012901270223665051,0.019995567941805348,0.3095703125,0.2,236,-1.2625482566654682,,
2.067500114440918,165.02,61,325,31232,96,0.033720728,0.00025,0.3048400282859802,0.00314909964799881,-0.012579016445670277,0.07237766275648028,0.23388671875,0.2,240,-1.2524567991495132,,
2.057499885559082,166.46,62,325,31744,97,0.05247333,0.00025,0.7894365191459656,-0.0554460734128952,-0.018168691196478903,0.021481634030351415,0.1884765625,0.2,244,-1.2430794052779675,,
2.047600030899048,162.34,63,326,32256,98,0.043690436,0.00025,0.8721820116043091,-0.059810616075992584,-0.01592732878634706,0.01899881099234335,0.2158203125,0.2,248,-1.2463533841073513,,
2.0099000930786133,162.66,64,327,32768,100,0.04347316,0.00025,0.6607691049575806,-0.09762623906135559,-0.022544079984072596,0.02539360133232549,0.24072265625,0.2,252,-1.2058911472558975,,
2.055999994277954,163.9,65,327,33280,101,0.024973225,0.00025,0.8509573936462402,-0.10488919168710709,-0.03466961020603776,0.019872098637279123,0.21533203125,0.2,256,-1.2278640866279602,,
2.050600051879883,163.68,66,328,33792,102,0.031831726,0.00025,0.7660906910896301,-0.07826335728168488,-0.030819543753750622,0.04252186094527133,0.23828125,0.2,260,-1.2912180982530117,,
2.0443003177642822,163.16,67,328,34304,104,0.031363465,0.00025,0.7211625576019287,-0.0860561653971672,-0.025393970718141645,0.030675996211357415,0.1962890625,0.2,264,-1.290025308728218,,
2.016900062561035,164.04,68,329,34816,105,0.032387517,0.00025,0.8885099291801453,-0.09667529165744781,-0.02167065307730809,0.012864436910604127,0.2119140625,0.2,268,-1.2720658630132675,,
,,,,35000,,0.030929409,0.00025,0.7627971172332764,-0.07810336351394653,-0.030835773708531633,0.022882359247887507,0.22412109375,0.2,272,-1.2964429929852486,1.6700000148266554,106.0
2.0346999168395996,164.58,69,327,35328,107,,,,,,,,,,,,
2.0074000358581543,164.78,70,327,35840,109,0.02804048,0.00025,0.8073680996894836,-0.05510834977030754,-0.020066716184373945,0.03744955506408587,0.1884765625,0.2,276,-1.3031347431242466,,
2.023200035095215,165.78,71,328,36352,110,0.019777615,0.00025,0.5027973055839539,-0.05638643726706505,-0.023348393820924684,0.06253660761285573,0.16259765625,0.2,280,-1.2510435208678246,,
2.0248000621795654,168.68,72,328,36864,112,0.027905699,0.00025,0.4380730390548706,-0.08293711394071579,-0.029392555414233357,0.05011240654857829,0.16796875,0.2,284,-1.2696622088551521,,
2.0276999473571777,169.02,73,329,37376,113,0.021188993,0.00025,0.8361229300498962,-0.0702323168516159,-0.018608002399560064,0.02380417493986897,0.26611328125,0.2,288,-1.2580806240439415,,
2.0148000717163086,167.76,74,330,37888,114,0.042510435,0.00025,0.6270409822463989,-0.04455254226922989,-0.022532924020197242,0.05231739592272788,0.24365234375,0.2,292,-1.1824659779667854,,
1.9997001886367798,168.26,75,330,38400,116,0.031298943,0.00025,0.19440621137619019,-0.050878945738077164,-0.019973604066763073,0.05341226211749017,0.26025390625,0.2,296,-1.195254124701023,,
1.9873002767562866,167.3,76,331,38912,117,0.028412072,0.00025,0.3874000310897827,-0.07483590394258499,-0.026392482657684013,0.04174770042300224,0.28955078125,0.2,300,-1.2072715237736702,,
1.9930999279022217,164.6,77,331,39424,118,0.03341833,0.00025,0.7111186385154724,-0.06385515630245209,-0.033120362262707204,0.03218354895943776,0.255859375,0.2,304,-1.2042345106601715,,
2.0106000900268555,163.56,78,331,39936,120,0.028616434,0.00025,0.7148914933204651,-0.05938195437192917,-0.03154457610799,0.02882682008203119,0.19140625,0.2,308,-1.2270291671156883,,
,,,,40000,,0.01877467,0.00025,0.7797358632087708,-0.0829005241394043,-0.025566492637153715,0.02089349622838199,0.21826171875,0.2,312,-1.2688375487923622,4.020000018179417,92.0
2.026400089263916,162.38,79,330,40448,122,,,,,,,,,,,,
2.0228002071380615,164.5,80,330,40960,123,0.027308915,0.00025,0.6241979598999023,-0.05001865327358246,-0.03207489848136902,0.042456397030036896,0.2802734375,0.2,316,-1.2230057120323181,,
2.0256001949310303,166.38,81,330,41472,125,0.026913147,0.00025,0.8934023380279541,-0.07063116133213043,-0.021261886227875948,0.019452703854767606,0.21875,0.2,320,-1.2818046249449253,,
1.9966000318527222,167.62,82,331,41984,126,0.03341406,0.00025,0.7507314085960388,-0.01148849818855524,-0.022463262896053493,0.0464365374064073,0.22021484375,0.2,324,-1.2350514084100723,,
2.004500389099121,168.06,83,331,42496,128,0.032450065,0.00025,0.8937450647354126,-0.08603004366159439,-0.031925544957630336,0.018825806328095496,0.2236328125,0.2,328,-1.1899277530610561,,
2.0131001472473145,164.3,84,332,43008,129,0.033109978,0.00025,0.7988513708114624,-0.02965169958770275,-0.021811944025103003,0.04686775052687153,0.19921875,0.2,332,-1.1126348376274109,,
2.0905001163482666,164.6,85,333,43520,130,0.029547108,0.00025,0.5562902688980103,-0.04860988259315491,-0.02253886149264872,0.05052872380474582,0.2158203125,0.2,336,-1.1204995661973953,,
2.1073999404907227,161.92,86,333,44032,132,0.03646937,0.00025,-0.10465621948242188,-0.06705557554960251,-0.03290775074856356,0.04735396342584863,0.2236328125,0.2,340,-1.0803256668150425,,
2.0885002613067627,161.3,87,334,44544,133,0.03882683,0.00025,0.3927568793296814,-0.03636652231216431,-0.020427917799679562,0.06771465868223459,0.20263671875,0.2,344,-1.0415027886629105,,
,,,,45000,,0.04211239,0.00025,0.6930049657821655,-0.05590352043509483,-0.025837259541731328,0.05229658941971138,0.26708984375,0.2,348,-1.1288130655884743,3.960000019520521,96.0
2.1179001331329346,158.98,88,332,45056,135,,,,,,,,,,,,
2.170100212097168,155.94,89,333,45568,136,0.036191948,0.00025,0.7444475889205933,-0.07689140737056732,-0.0309804905555211,0.04929718130733818,0.2197265625,0.2,352,-1.1236575432121754,,
2.1642000675201416,155.66,90,333,46080,138,0.031050924,0.00025,0.5945156216621399,-0.06442807614803314,-0.03217363450676203,0.05330454028444365,0.19091796875,0.2,356,-1.1046099849045277,,
2.168400287628174,155.86,91,334,46592,139,0.028218126,0.00025,0.7369861602783203,-0.08085111528635025,-0.02668840461410582,0.03773984173312783,0.1875,0.2,360,-1.1405943632125854,,
2.2135002613067627,154.18,92,334,47104,140,0.030123375,0.00025,0.7672470211982727,-0.04032935947179794,-0.022127690695924684,0.040134471259079874,0.21826171875,0.2,364,-1.1181884035468102,,
2.235600233078003,155.84,93,335,47616,142,0.035290852,0.00025,0.6960859298706055,-0.05367892608046532,-0.02576656552264467,0.04853279353119433,0.1826171875,0.2,368,-1.1493932455778122,,
2.2561001777648926,156.4,94,335,48128,143,0.03912114,0.00025,0.8627102971076965,-0.05406409874558449,-0.027274626132566482,0.03470849309815094,0.23681640625,0.2,372,-1.152355331927538,,
2.269700050354004,153.28,95,335,48640,144,0.030091707,0.00025,0.63037109375,-0.01587158814072609,-0.02560437162173912,0.06038973940303549,0.2109375,0.2,376,-1.1497310660779476,,
2.3081002235412598,152.14,96,336,49152,146,0.035516817,0.00025,0.4887835383415222,-0.07699454575777054,-0.037496019212994725,0.06625407130923122,0.21484375,0.2,380,-1.1041535921394825,,
2.3435001373291016,150.3,97,336,49664,147,0.039147034,0.00025,0.8443142175674438,-0.09400472044944763,-0.02320439217146486,0.03296681816573255,0.25,0.2,384,-1.0886039398610592,,
,,,,50000,,0.054655753,0.00025,0.7053362727165222,-0.07851700484752655,-0.028256537043489516,0.05381598393432796,0.28369140625,0.2,388,-1.2079525217413902,3.8700000178068876,90.0
2.3503003120422363,147.6,98,335,50176,149,,,,,,,,,,,,
2.370500326156616,145.44,99,335,50688,150,0.033111766,0.00025,0.4715234041213989,-0.0579836443066597,-0.02727898460580036,0.054655339918099344,0.23681640625,0.2,392,-1.205021157860756,,
2.400400161743164,143.16,100,335,51200,152,0.03558469,0.00025,0.4948768615722656,-0.06258469820022583,-0.028571887174621224,0.06851202144753188,0.23193359375,0.2,396,-1.1722150184214115,,
2.4453999996185303,141.42,101,336,51712,153,0.039214972,0.00025,0.7014162540435791,-0.060081109404563904,-0.03356180258560926,0.042533991450909525,0.240234375,0.2,400,-1.2249049469828606,,
2.4506003856658936,140.84,102,336,52224,154,0.033252496,0.00025,0.7696505188941956,-0.07507532835006714,-0.023308556992560625,0.052322693867608905,0.23095703125,0.2,404,-1.1294005550444126,,
2.4566004276275635,140.56,103,337,52736,156,0.03465604,0.00025,0.7196221351623535,-0.08802410960197449,-0.03816290199756622,0.052326971432194114,0.23583984375,0.2,408,-1.1724965423345566,,
2.5033998489379883,140.58,104,337,53248,157,0.02939511,0.00025,0.8413146138191223,-0.09649820625782013,-0.013615759235108271,0.07385466084815562,0.27490234375,0.2,412,-1.2555696554481983,,
2.5323002338409424,140.22,105,338,53760,159,0.040716365,0.00025,0.6832429766654968,-0.0426810197532177,-0.009310278634075075,0.09897618042305112,0.28271484375,0.2,416,-1.0848178882151842,,
2.5497002601623535,136.48,106,338,54272,160,0.035114508,0.00025,0.8368152379989624,-0.059270307421684265,-0.026310862420359626,0.057826675416436046,0.29736328125,0.2,420,-1.1171903684735298,,
2.583199977874756,133.68,107,338,54784,161,0.034322254,0.00025,0.7927848100662231,-0.07510344684123993,-0.03620819479692727,0.04429775179596618,0.23291015625,0.2,424,-1.1354191899299622,,
,,,,55000,,0.037005104,0.00025,0.6698514819145203,-0.06019996851682663,-0.03939736285246909,0.05406789865810424,0.21435546875,0.2,428,-1.1263594664633274,3.9700000192970037,90.0
2.592900276184082,132.48,108,337,55296,163,,,,,,,,,,,,
2.553499937057495,132.22,109,338,55808,165,0.03570295,0.00025,0.7484402060508728,-0.08432290703058243,-0.03602251934353262,0.04207637259969488,0.26904296875,0.2,432,-1.1529576815664768,,
2.5942001342773438,132.6,110,338,56320,166,0.02511542,0.00025,0.8756032586097717,-0.08677397668361664,-0.027013299230020493,0.039624355791602284,0.22509765625,0.2,436,-1.2011761404573917,,
2.5318002700805664,132.36,111,338,56832,167,0.03637674,0.00025,0.45474350452423096,-0.053311072289943695,-0.020660284732002765,0.07433811377268285,0.2548828125,0.2,440,-1.142062984406948,,
2.498500108718872,133.12,112,339,57344,169,0.04874438,0.00025,0.705199658870697,-0.06376151740550995,-0.03855022136121988,0.03670310153393075,0.31103515625,0.2,444,-1.2267636209726334,,
2.4735002517700195,132.12,113,339,57856,170,0.05155549,0.00025,0.4708788990974426,-0.0884867012500763,-0.023072057694662362,0.05375688278581947,0.33154296875,0.2,448,-1.1842383071780205,,
2.4473001956939697,131.02,114,339,58368,171,0.032574438,0.00025,0.30534231662750244,-0.06489203125238419,-0.02948471438139677,0.06407081754878163,0.24609375,0.2,452,-1.159796703606844,,
2.448700189590454,129.82,115,339,58880,173,0.036872417,0.00025,0.667723536491394,-0.08060567826032639,-0.018722522479947656,0.03527835005661473,0.2421875,0.2,456,-1.1666742265224457,,
2.4695000648498535,127.58,116,340,59392,174,0.04437412,0.00025,0.5814151763916016,-0.06714622676372528,-0.03681070983293466,0.05940692883450538,0.240234375,0.2,460,-1.1420431546866894,,
2.464200019836426,128.1,117,340,59904,175,0.031185819,0.00025,0.6518063545227051,-0.05275798216462135,-0.03770611668005586,0.06016537267714739,0.18310546875,0.2,464,-1.1439854502677917,,
,,,,60000,,0.04058359,0.00025,0.7006610631942749,-0.056436263024806976,-0.03284890222130343,0.05886340665165335,0.240234375,0.2,468,-1.1150812320411205,3.9700000192970037,90.0
2.5270001888275146,126.98,118,339,60416,177,,,,,,,,,,,,
2.576200008392334,127.44,119,339,60928,179,0.030898506,0.00025,0.8331179618835449,-0.08903387933969498,-0.037427308852784336,0.04059390805196017,0.23779296875,0.2,472,-1.1278232745826244,,
2.583699941635132,127.48,120,340,61440,180,0.036510866,0.00025,0.8196604251861572,-0.0676964521408081,-0.02827947062905878,0.04155553432065062,0.2294921875,0.2,476,-1.1026389338076115,,
2.591200351715088,125.64,121,340,61952,181,0.034191117,0.00025,0.674142599105835,-0.07253502309322357,-0.028589831723365933,0.04918703786097467,0.2412109375,0.2,480,-1.1085900217294693,,
2.6405999660491943,125.72,122,340,62464,183,0.034116115,0.00025,0.7907534837722778,-0.04298274964094162,-0.02745845029130578,0.057515723747201264,0.251953125,0.2,484,-1.065748332068324,,
2.638199806213379,125.26,123,341,62976,184,0.032431766,0.00025,0.6276991367340088,-0.07605826109647751,-0.03232508257497102,0.04752863629255444,0.197265625,0.2,488,-1.0331003665924072,,
2.6041998863220215,124.68,124,341,63488,185,0.04005213,0.00025,0.7128366231918335,-0.09824804961681366,-0.029970289499033242,0.047573001589626074,0.2529296875,0.2,492,-1.076155824586749,,
2.545300245285034,125.1,125,341,64000,187,0.043825366,0.00025,0.5992088913917542,-0.02661854401230812,-0.026102213363628834,0.06505433708662167,0.2646484375,0.2,496,-1.1920693628489971,,
2.5057003498077393,125.9,126,341,64512,188,0.03325546,0.00025,0.6050516366958618,-0.017229951918125153,-0.02931073441868648,0.06046866555698216,0.23095703125,0.2,500,-1.1829016022384167,,
,,,,65000,,0.03322507,0.00025,0.6675852537155151,-0.07272003591060638,-0.03424258134327829,0.04622748459223658,0.2470703125,0.2,504,-1.1891518868505955,3.890000017359853,88.0
2.54610013961792,125.96,127,341,65024,190,,,,,,,,,,,,
2.6012003421783447,124.9,128,341,65536,192,0.035466906,0.00025,0.5245816111564636,-0.08555207401514053,-0.029485918523278087,0.06921863224124536,0.1865234375,0.2,508,-1.1494344919919968,,
2.588099956512451,126.12,129,341,66048,193,0.058889322,0.00025,0.18897771835327148,-0.062139566987752914,-0.035217749304138124,0.0677239082287997,0.27490234375,0.2,512,-1.1168265715241432,,
2.6015000343322754,125.66,130,341,66560,194,0.03913517,0.00025,0.42829591035842896,-0.08364596962928772,-0.035738320846576244,0.056603634264320135,0.244140625,0.2,516,-1.1081850044429302,,
2.6069998741149902,126.52,131,342,67072,196,0.024644462,0.00025,-0.056059956550598145,-0.05982574447989464,-0.02533910085912794,0.06467562168836594,0.255859375,0.2,520,-1.0953347608447075,,
2.588400363922119,127.08,132,342,67584,197,0.045992747,0.00025,0.10511326789855957,-0.06380432844161987,-0.031123725057113916,0.06296301435213536,0.23486328125,0.2,524,-1.1011179387569427,,
2.576500177383423,127.7,133,342,68096,198,0.03603656,0.00025,0.3433611989021301,-0.02460583671927452,-0.024740852357354015,0.050911143654957414,0.25048828125,0.2,528,-1.1149152964353561,,
2.6296002864837646,127.46,134,342,68608,200,0.043927487,0.00025,0.5667096972465515,-0.04764310643076897,-0.02802232903195545,0.032654159993398935,0.26904296875,0.2,532,-1.0836874712258577,,
2.674800395965576,126.34,135,342,69120,201,0.043638583,0.00025,0.4746239185333252,-0.05895556882023811,-0.027759538730606437,0.08586520957760513,0.23486328125,0.2,536,-1.0249101873487234,,
2.712900400161743,127.14,136,343,69632,202,0.06729117,0.00025,0.573703408241272,-0.09394919127225876,-0.04537618771428242,0.04729014646727592,0.30419921875,0.2,540,-1.0207521636039019,,
,,,,70000,,0.041760176,0.00025,0.4228582978248596,-0.0605747364461422,-0.024708196986466646,0.06609385181218386,0.2939453125,0.2,544,-1.0891473963856697,3.9800000190734863,88.0
2.7821004390716553,127.32,137,342,70144,204,,,,,,,,,,,,
2.846100091934204,128.46,138,342,70656,206,0.05162344,0.00025,0.5008870363235474,-0.051610879600048065,-0.019448282633675262,0.05071727663744241,0.318359375,0.2,548,-0.9704030714929104,,
